log10_mh_msun,log10_epsilon_lower,log10_epsilon_mid,log10_epsilon_upper,log10_mstar_over_mh_lower,log10_mstar_over_mh_mid,log10_mstar_over_mh_upper
11.811015,-1.177911,-0.874769,-0.571626,-1.955194,-1.652052,-1.348910
11.816001,-1.175366,-0.873148,-0.570929,-1.952650,-1.650431,-1.348212
11.820988,-1.172864,-0.871560,-0.570256,-1.950148,-1.648844,-1.347540
11.825974,-1.170404,-0.870007,-0.569609,-1.947688,-1.647290,-1.346893
11.830960,-1.167986,-0.868487,-0.568987,-1.945270,-1.645770,-1.346270
11.835947,-1.165611,-0.867000,-0.568390,-1.942894,-1.644284,-1.345673
11.840933,-1.163277,-0.865547,-0.567818,-1.940560,-1.642831,-1.345101
11.845919,-1.160984,-0.864127,-0.567270,-1.938268,-1.641411,-1.344554
11.850906,-1.158733,-0.862741,-0.566748,-1.936017,-1.640024,-1.344031
11.855892,-1.156524,-0.861387,-0.566250,-1.933807,-1.638670,-1.343533
11.860878,-1.154356,-0.860066,-0.565777,-1.931639,-1.637350,-1.343060
11.865864,-1.152229,-0.858778,-0.565328,-1.929512,-1.636062,-1.342611
11.870851,-1.150143,-0.857523,-0.564904,-1.927426,-1.634807,-1.342187
11.875837,-1.148097,-0.856300,-0.564504,-1.925381,-1.633584,-1.341787
11.880823,-1.146093,-0.855111,-0.564128,-1.923377,-1.632394,-1.341412
11.885810,-1.144129,-0.853952,-0.563776,-1.921412,-1.631236,-1.341060
11.890796,-1.142205,-0.852827,-0.563449,-1.919489,-1.630111,-1.340733
11.895782,-1.140322,-0.851734,-0.563145,-1.917605,-1.629017,-1.340429
11.900768,-1.138479,-0.850672,-0.562866,-1.915762,-1.627956,-1.340150
11.905755,-1.136675,-0.849643,-0.562610,-1.913959,-1.626926,-1.339894
11.910741,-1.134912,-0.848645,-0.562378,-1.912195,-1.625928,-1.339662
11.915727,-1.133188,-0.847679,-0.562170,-1.910472,-1.624962,-1.339453
11.920714,-1.131504,-0.846744,-0.561985,-1.908787,-1.624028,-1.339268
11.925700,-1.129859,-0.845841,-0.561823,-1.907143,-1.623125,-1.339107
11.930686,-1.128254,-0.844969,-0.561685,-1.905537,-1.622253,-1.338968
11.935673,-1.126688,-0.844129,-0.561570,-1.903971,-1.621413,-1.338854
11.940659,-1.125160,-0.843319,-0.561478,-1.902443,-1.620603,-1.338762
11.945645,-1.123672,-0.842541,-0.561410,-1.900955,-1.619825,-1.338694
11.950631,-1.122221,-0.841793,-0.561364,-1.899505,-1.619076,-1.338648
11.955618,-1.120811,-0.841076,-0.561342,-1.898094,-1.618360,-1.338626
11.960604,-1.119437,-0.840390,-0.561342,-1.896721,-1.617673,-1.338625
11.965590,-1.118104,-0.839734,-0.561365,-1.895387,-1.617018,-1.338649
11.970577,-1.116807,-0.839108,-0.561410,-1.894090,-1.616392,-1.338694
11.975563,-1.115549,-0.838514,-0.561479,-1.892832,-1.615797,-1.338762
11.980549,-1.114328,-0.837949,-0.561569,-1.891611,-1.615232,-1.338853
11.985536,-1.113145,-0.837414,-0.561682,-1.890429,-1.614697,-1.338966
11.990522,-1.112000,-0.836909,-0.561818,-1.889284,-1.614192,-1.339101
11.995508,-1.110892,-0.836433,-0.561975,-1.888175,-1.613717,-1.339258
12.000494,-1.109822,-0.835988,-0.562155,-1.887105,-1.613272,-1.339438
12.005481,-1.108788,-0.835572,-0.562356,-1.886071,-1.612855,-1.339639
12.010467,-1.107792,-0.835186,-0.562580,-1.885076,-1.612470,-1.339864
12.015453,-1.106832,-0.834828,-0.562825,-1.884116,-1.612112,-1.340108
12.020440,-1.105911,-0.834502,-0.563093,-1.883194,-1.611785,-1.340377
12.025426,-1.105023,-0.834202,-0.563381,-1.882307,-1.611486,-1.340664
12.030412,-1.104173,-0.833932,-0.563691,-1.881456,-1.611215,-1.340975
12.035399,-1.103346,-0.833680,-0.564013,-1.880630,-1.610963,-1.341297
12.040385,-1.102593,-0.833489,-0.564385,-1.879877,-1.610773,-1.341668
12.045371,-1.101878,-0.833328,-0.564777,-1.879162,-1.610611,-1.342061
12.050357,-1.101175,-0.833173,-0.565171,-1.878459,-1.610456,-1.342454
12.055344,-1.100493,-0.833034,-0.565574,-1.877777,-1.610317,-1.342858
12.060330,-1.099842,-0.832920,-0.565997,-1.877126,-1.610203,-1.343281
12.065316,-1.099231,-0.832840,-0.566449,-1.876515,-1.610124,-1.343732
12.070303,-1.098669,-0.832803,-0.566938,-1.875953,-1.610087,-1.344221
12.075289,-1.098152,-0.832805,-0.567458,-1.875436,-1.610089,-1.344741
12.080275,-1.097656,-0.832816,-0.567975,-1.874940,-1.610099,-1.345259
12.085262,-1.097186,-0.832839,-0.568492,-1.874470,-1.610123,-1.345776
12.090248,-1.096762,-0.832906,-0.569050,-1.874045,-1.610189,-1.346333
12.095234,-1.096382,-0.833013,-0.569645,-1.873665,-1.610297,-1.346928
12.100220,-1.096041,-0.833155,-0.570269,-1.873324,-1.610438,-1.347553
12.105207,-1.095734,-0.833325,-0.570916,-1.873018,-1.610609,-1.348199
12.110193,-1.095459,-0.833518,-0.571577,-1.872742,-1.610801,-1.348861
12.115179,-1.095208,-0.833727,-0.572246,-1.872492,-1.611011,-1.349529
12.120166,-1.094979,-0.833947,-0.572914,-1.872263,-1.611230,-1.350198
12.125152,-1.094767,-0.834171,-0.573575,-1.872051,-1.611454,-1.350858
12.130138,-1.094590,-0.834421,-0.574252,-1.871874,-1.611704,-1.351535
12.135125,-1.094465,-0.834717,-0.574969,-1.871748,-1.612001,-1.352253
12.140111,-1.094388,-0.835056,-0.575724,-1.871671,-1.612339,-1.353007
12.145097,-1.094356,-0.835434,-0.576512,-1.871639,-1.612718,-1.353796
12.150083,-1.094365,-0.835848,-0.577331,-1.871648,-1.613132,-1.354615
12.155070,-1.094412,-0.836295,-0.578178,-1.871695,-1.613578,-1.355461
12.160056,-1.094493,-0.836770,-0.579048,-1.871777,-1.614054,-1.356331
12.165042,-1.094606,-0.837272,-0.579938,-1.871889,-1.614555,-1.357222
12.170029,-1.094745,-0.837796,-0.580846,-1.872029,-1.615079,-1.358129
12.175015,-1.094909,-0.838338,-0.581767,-1.872193,-1.615622,-1.359051
12.180001,-1.095094,-0.838896,-0.582699,-1.872377,-1.616180,-1.359982
12.184987,-1.095295,-0.839466,-0.583638,-1.872578,-1.616750,-1.360922
12.189974,-1.095510,-0.840045,-0.584581,-1.872793,-1.617329,-1.361864
12.194960,-1.095734,-0.840629,-0.585524,-1.873018,-1.617913,-1.362808
12.199946,-1.095966,-0.841215,-0.586465,-1.873249,-1.618499,-1.363748
12.204933,-1.096277,-0.841867,-0.587457,-1.873560,-1.619150,-1.364740
12.209919,-1.096670,-0.842586,-0.588503,-1.873953,-1.619870,-1.365786
12.214905,-1.097068,-0.843309,-0.589549,-1.874352,-1.620592,-1.366833
12.219892,-1.097499,-0.844057,-0.590615,-1.874782,-1.621340,-1.367898
12.224878,-1.097968,-0.844835,-0.591702,-1.875252,-1.622119,-1.368986
12.229864,-1.098466,-0.845637,-0.592807,-1.875750,-1.622920,-1.370091
12.234850,-1.098990,-0.846459,-0.593927,-1.876273,-1.623742,-1.371211
12.239837,-1.099538,-0.847300,-0.595062,-1.876822,-1.624584,-1.372346
12.244823,-1.100113,-0.848162,-0.596211,-1.877397,-1.625445,-1.373494
12.249809,-1.100729,-0.849057,-0.597385,-1.878012,-1.626340,-1.374668
12.254796,-1.101368,-0.849972,-0.598576,-1.878651,-1.627255,-1.375860
12.259782,-1.101961,-0.850872,-0.599782,-1.879245,-1.628155,-1.377066
12.264768,-1.102782,-0.851896,-0.601011,-1.880065,-1.629180,-1.378294
12.269755,-1.103802,-0.853032,-0.602263,-1.881086,-1.630316,-1.379546
12.274741,-1.104847,-0.854191,-0.603535,-1.882130,-1.631475,-1.380819
12.279727,-1.105915,-0.855372,-0.604828,-1.883199,-1.632655,-1.382111
12.284713,-1.107007,-0.856574,-0.606141,-1.884291,-1.633858,-1.383424
12.289700,-1.108123,-0.857798,-0.607473,-1.885406,-1.635081,-1.384757
12.294686,-1.109261,-0.859043,-0.608825,-1.886544,-1.636327,-1.386109
12.299672,-1.110422,-0.860309,-0.610197,-1.887705,-1.637593,-1.387480
12.304659,-1.111606,-0.861597,-0.611587,-1.888889,-1.638880,-1.388871
12.309645,-1.112812,-0.862904,-0.612997,-1.890095,-1.640188,-1.390280
12.314631,-1.114040,-0.864232,-0.614425,-1.891323,-1.641516,-1.391708
12.319618,-1.115289,-0.865580,-0.615871,-1.892573,-1.642864,-1.393155
12.324604,-1.116561,-0.866948,-0.617336,-1.893844,-1.644232,-1.394619
12.329590,-1.117854,-0.868336,-0.618818,-1.895137,-1.645619,-1.396102
12.334576,-1.119167,-0.869743,-0.620318,-1.896451,-1.647026,-1.397602
12.339563,-1.120502,-0.871169,-0.621836,-1.897785,-1.648453,-1.399120
12.344549,-1.121857,-0.872614,-0.623371,-1.899141,-1.649897,-1.400654
12.349535,-1.123233,-0.874078,-0.624922,-1.900516,-1.651361,-1.402206
12.354522,-1.124628,-0.875560,-0.626491,-1.901912,-1.652843,-1.403774
12.359508,-1.126044,-0.877060,-0.628076,-1.903327,-1.654343,-1.405359
12.364494,-1.127479,-0.878578,-0.629677,-1.904762,-1.655861,-1.406960
12.369481,-1.128933,-0.880114,-0.631294,-1.906217,-1.657397,-1.408578
12.374467,-1.130407,-0.881667,-0.632927,-1.907690,-1.658950,-1.410210
12.379453,-1.131899,-0.883237,-0.634575,-1.909183,-1.660521,-1.411859
12.384439,-1.133410,-0.884825,-0.636239,-1.910694,-1.662108,-1.413523
12.389426,-1.134940,-0.886429,-0.637918,-1.912223,-1.663712,-1.415201
12.394412,-1.136487,-0.888049,-0.639612,-1.913771,-1.665333,-1.416895
12.399398,-1.138053,-0.889686,-0.641320,-1.915336,-1.666970,-1.418603
12.404385,-1.139636,-0.891339,-0.643042,-1.916919,-1.668622,-1.420326
12.409371,-1.141236,-0.893007,-0.644779,-1.918519,-1.670291,-1.422062
12.414357,-1.142853,-0.894691,-0.646530,-1.920137,-1.671975,-1.423813
12.419344,-1.144488,-0.896391,-0.648294,-1.921771,-1.673674,-1.425577
12.424330,-1.146139,-0.898105,-0.650071,-1.923422,-1.675389,-1.427355
12.429316,-1.147806,-0.899834,-0.651862,-1.925090,-1.677118,-1.429146
12.434302,-1.149490,-0.901578,-0.653666,-1.926774,-1.678861,-1.430949
12.439289,-1.151190,-0.903336,-0.655482,-1.928473,-1.680619,-1.432766
12.444275,-1.152905,-0.905108,-0.657311,-1.930188,-1.682391,-1.434594
12.449261,-1.154635,-0.906894,-0.659152,-1.931919,-1.684177,-1.436435
12.454248,-1.156381,-0.908693,-0.661005,-1.933665,-1.685977,-1.438289
12.459234,-1.158142,-0.910506,-0.662870,-1.935425,-1.687789,-1.440153
12.464220,-1.159917,-0.912332,-0.664746,-1.937201,-1.689615,-1.442030
12.469206,-1.161707,-0.914170,-0.666634,-1.938991,-1.691454,-1.443917
12.474193,-1.163511,-0.916022,-0.668532,-1.940795,-1.693305,-1.445816
12.479179,-1.165329,-0.917885,-0.670442,-1.942613,-1.695169,-1.447725
12.484165,-1.167161,-0.919761,-0.672361,-1.944444,-1.697045,-1.449645
12.489152,-1.169006,-0.921649,-0.674292,-1.946289,-1.698932,-1.451575
12.494138,-1.170864,-0.923548,-0.676232,-1.948148,-1.700832,-1.453516
12.499124,-1.172735,-0.925459,-0.678182,-1.950019,-1.702742,-1.455466
12.504111,-1.174619,-0.927381,-0.680142,-1.951903,-1.704664,-1.457426
12.509097,-1.176516,-0.929313,-0.682111,-1.953799,-1.706597,-1.459395
12.514083,-1.178424,-0.931257,-0.684090,-1.955708,-1.708540,-1.461373
12.519069,-1.180345,-0.933211,-0.686077,-1.957628,-1.710494,-1.463360
12.524056,-1.182277,-0.935175,-0.688073,-1.959561,-1.712458,-1.465356
12.529042,-1.184221,-0.937149,-0.690077,-1.961505,-1.714433,-1.467360
12.534028,-1.186176,-0.939133,-0.692089,-1.963460,-1.716416,-1.469373
12.539015,-1.188142,-0.941126,-0.694110,-1.965426,-1.718410,-1.471393
12.544001,-1.190119,-0.943129,-0.696138,-1.967402,-1.720412,-1.473422
12.548987,-1.192106,-0.945140,-0.698174,-1.969390,-1.722424,-1.475457
12.553974,-1.194104,-0.947160,-0.700217,-1.971387,-1.724444,-1.477500
12.558960,-1.196111,-0.949189,-0.702267,-1.973395,-1.726472,-1.479550
12.563946,-1.198129,-0.951226,-0.704323,-1.975412,-1.728509,-1.481607
12.568932,-1.200155,-0.953271,-0.706386,-1.977439,-1.730554,-1.483670
12.573919,-1.202192,-0.955324,-0.708456,-1.979475,-1.732607,-1.485739
12.578905,-1.204237,-0.957384,-0.710531,-1.981520,-1.734668,-1.487815
12.583891,-1.206290,-0.959452,-0.712613,-1.983574,-1.736735,-1.489896
12.588878,-1.208353,-0.961526,-0.714700,-1.985636,-1.738810,-1.491983
12.593864,-1.210424,-0.963608,-0.716792,-1.987707,-1.740891,-1.494076
12.598850,-1.212502,-0.965696,-0.718889,-1.989786,-1.742979,-1.496173
12.603837,-1.214589,-0.967790,-0.720992,-1.991872,-1.745074,-1.498275
12.608823,-1.216683,-0.969891,-0.723099,-1.993966,-1.747174,-1.500382
12.613809,-1.218784,-0.971997,-0.725210,-1.996068,-1.749281,-1.502494
12.618795,-1.220893,-0.974109,-0.727325,-1.998176,-1.751393,-1.504609
12.623782,-1.223008,-0.976226,-0.729445,-2.000291,-1.753510,-1.506728
12.628768,-1.225130,-0.978349,-0.731568,-2.002413,-1.755632,-1.508852
12.633754,-1.227358,-0.980545,-0.733733,-2.004641,-1.757829,-1.511016
12.638741,-1.229754,-0.982858,-0.735963,-2.007038,-1.760142,-1.513246
12.643727,-1.232286,-0.985266,-0.738246,-2.009569,-1.762549,-1.515530
12.648713,-1.234920,-0.987745,-0.740570,-2.012203,-1.765029,-1.517854
12.653700,-1.237623,-0.990273,-0.742923,-2.014907,-1.767557,-1.520207
12.658686,-1.240363,-0.992828,-0.745292,-2.017647,-1.770111,-1.522576
12.663672,-1.243106,-0.995386,-0.747665,-2.020390,-1.772669,-1.524949
12.668658,-1.245820,-0.997925,-0.750030,-2.023103,-1.775208,-1.527313
12.673645,-1.248484,-1.000432,-0.752379,-2.025767,-1.777715,-1.529663
12.678631,-1.251171,-1.002957,-0.754743,-2.028455,-1.780241,-1.532027
12.683617,-1.253882,-1.005502,-0.757121,-2.031166,-1.782785,-1.534404
12.688604,-1.256607,-1.008056,-0.759506,-2.033890,-1.785340,-1.536789
12.693590,-1.259346,-1.010623,-0.761899,-2.036630,-1.787906,-1.539182
12.698576,-1.262102,-1.013201,-0.764301,-2.039385,-1.790485,-1.541585
12.703562,-1.264874,-1.015794,-0.766713,-2.042158,-1.793077,-1.543997
12.708549,-1.267653,-1.018390,-0.769127,-2.044936,-1.795674,-1.546411
12.713535,-1.270439,-1.020992,-0.771545,-2.047723,-1.798276,-1.548829
12.718521,-1.273256,-1.023618,-0.773980,-2.050539,-1.800902,-1.551264
12.723508,-1.276125,-1.026287,-0.776448,-2.053409,-1.803570,-1.553731
12.728494,-1.279053,-1.029001,-0.778949,-2.056336,-1.806285,-1.556233
12.733480,-1.281997,-1.031728,-0.781460,-2.059281,-1.809012,-1.558743
12.738467,-1.284954,-1.034466,-0.783977,-2.062238,-1.811749,-1.561260
12.743453,-1.287925,-1.037213,-0.786501,-2.065209,-1.814496,-1.563784
12.748439,-1.290909,-1.039970,-0.789031,-2.068192,-1.817253,-1.566314
12.753425,-1.293905,-1.042736,-0.791567,-2.071188,-1.820020,-1.568851
12.758412,-1.296914,-1.045512,-0.794110,-2.074197,-1.822795,-1.571394
12.763398,-1.299935,-1.048297,-0.796659,-2.077219,-1.825581,-1.573943
12.768384,-1.302968,-1.051091,-0.799215,-2.080252,-1.828375,-1.576498
12.773371,-1.306014,-1.053895,-0.801776,-2.083297,-1.831178,-1.579059
12.778357,-1.309071,-1.056707,-0.804343,-2.086354,-1.833991,-1.581627
12.783343,-1.312139,-1.059528,-0.806917,-2.089423,-1.836812,-1.584200
12.788330,-1.315219,-1.062358,-0.809496,-2.092503,-1.839641,-1.586779
12.793316,-1.318311,-1.065196,-0.812081,-2.095594,-1.842479,-1.589364
12.798302,-1.321413,-1.068042,-0.814671,-2.098696,-1.845325,-1.591955
12.803288,-1.324525,-1.070896,-0.817267,-2.101809,-1.848180,-1.594551
12.808275,-1.327649,-1.073759,-0.819869,-2.104932,-1.851042,-1.597152
12.813261,-1.330782,-1.076629,-0.822476,-2.108066,-1.853913,-1.599759
12.818247,-1.333926,-1.079507,-0.825088,-2.111210,-1.856791,-1.602372
12.823234,-1.337080,-1.082393,-0.827706,-2.114364,-1.859677,-1.604989
12.828220,-1.340244,-1.085286,-0.830329,-2.117527,-1.862570,-1.607612
12.833206,-1.343417,-1.088187,-0.832957,-2.120700,-1.865470,-1.610240
12.838193,-1.346599,-1.091094,-0.835590,-2.123883,-1.868378,-1.612873
12.843179,-1.349791,-1.094009,-0.838227,-2.127074,-1.871293,-1.615511
12.848165,-1.352991,-1.096931,-0.840870,-2.130275,-1.874214,-1.618154
12.853151,-1.356200,-1.099859,-0.843518,-2.133484,-1.877142,-1.620801
12.858138,-1.359418,-1.102794,-0.846170,-2.136702,-1.880077,-1.623453
12.863124,-1.362644,-1.105735,-0.848826,-2.139928,-1.883019,-1.626110
12.868110,-1.365878,-1.108683,-0.851488,-2.143162,-1.885967,-1.628771
12.873097,-1.369121,-1.111637,-0.854153,-2.146404,-1.888920,-1.631437
12.878083,-1.372370,-1.114597,-0.856823,-2.149654,-1.891880,-1.634107
12.883069,-1.375628,-1.117563,-0.859498,-2.152911,-1.894846,-1.636781
12.888056,-1.378893,-1.120534,-0.862176,-2.156176,-1.897818,-1.639460
12.893042,-1.382164,-1.123512,-0.864859,-2.159448,-1.900795,-1.642142
12.898028,-1.385443,-1.126494,-0.867545,-2.162727,-1.903778,-1.644829
12.903014,-1.388729,-1.129482,-0.870236,-2.166012,-1.906766,-1.647520
12.908001,-1.392021,-1.132476,-0.872930,-2.169304,-1.909759,-1.650214
12.912987,-1.395319,-1.135474,-0.875629,-2.172602,-1.912757,-1.652912
12.917973,-1.398623,-1.138477,-0.878331,-2.175907,-1.915761,-1.655614
12.922960,-1.402001,-1.141535,-0.881069,-2.179284,-1.918818,-1.658353
12.927946,-1.405435,-1.144636,-0.883836,-2.182719,-1.921919,-1.661120
12.932932,-1.408858,-1.147727,-0.886597,-2.186141,-1.925011,-1.663881
12.937919,-1.412290,-1.150827,-0.889363,-2.189574,-1.928110,-1.666647
12.942905,-1.415733,-1.153934,-0.892135,-2.193017,-1.931217,-1.669418
12.947891,-1.419187,-1.157049,-0.894912,-2.196470,-1.934333,-1.672195
12.952877,-1.422650,-1.160172,-0.897694,-2.199934,-1.937456,-1.674978
12.957864,-1.426124,-1.163303,-0.900481,-2.203408,-1.940586,-1.677765
12.962850,-1.429608,-1.166441,-0.903274,-2.206892,-1.943724,-1.680557
12.967836,-1.433102,-1.169587,-0.906071,-2.210386,-1.946870,-1.683354
12.972823,-1.436605,-1.172739,-0.908873,-2.213888,-1.950022,-1.686156
12.977809,-1.440109,-1.175892,-0.911675,-2.217393,-1.953176,-1.688959
12.982795,-1.443646,-1.179070,-0.914494,-2.220930,-1.956353,-1.691777
12.987781,-1.447209,-1.182267,-0.917325,-2.224493,-1.959550,-1.694608
12.992768,-1.450779,-1.185469,-0.920159,-2.228062,-1.962752,-1.697442
12.997754,-1.454354,-1.188675,-0.922996,-2.231638,-1.965959,-1.700280
13.002740,-1.457937,-1.191887,-0.925837,-2.235220,-1.969170,-1.703120
13.007727,-1.461526,-1.195103,-0.928680,-2.238809,-1.972386,-1.705964
13.012713,-1.465120,-1.198323,-0.931526,-2.242404,-1.975607,-1.708810
13.017699,-1.468721,-1.201548,-0.934376,-2.246005,-1.978832,-1.711659
13.022686,-1.472328,-1.204778,-0.937228,-2.249612,-1.982061,-1.714511
13.027672,-1.475941,-1.208012,-0.940082,-2.253224,-1.985295,-1.717366
13.032658,-1.479559,-1.211250,-0.942940,-2.256843,-1.988533,-1.720223
13.037644,-1.483183,-1.214492,-0.945800,-2.260467,-1.991775,-1.723083
13.042631,-1.486813,-1.217738,-0.948662,-2.264097,-1.995021,-1.725946
13.047617,-1.490448,-1.220988,-0.951527,-2.267732,-1.998271,-1.728811
13.052603,-1.494088,-1.224242,-0.954395,-2.271372,-2.001525,-1.731678
13.057590,-1.497734,-1.227499,-0.957265,-2.275017,-2.004783,-1.734548
13.062576,-1.501385,-1.230761,-0.960137,-2.278668,-2.008044,-1.737420
13.067562,-1.505040,-1.234026,-0.963011,-2.282324,-2.011309,-1.740295
13.072549,-1.508701,-1.237294,-0.965888,-2.285984,-2.014578,-1.743171
13.077535,-1.512366,-1.240566,-0.968766,-2.289649,-2.017850,-1.746050
13.082521,-1.516036,-1.243841,-0.971647,-2.293319,-2.021125,-1.748930
13.087507,-1.519710,-1.247120,-0.974529,-2.296994,-2.024403,-1.751813
13.092494,-1.523389,-1.250401,-0.977414,-2.300672,-2.027685,-1.754698
13.097480,-1.527072,-1.253686,-0.980300,-2.304356,-2.030970,-1.757584
13.102466,-1.530759,-1.256974,-0.983189,-2.308043,-2.034257,-1.760472
13.107453,-1.534451,-1.260265,-0.986078,-2.311734,-2.037548,-1.763362
13.112439,-1.538146,-1.263558,-0.988970,-2.315430,-2.040842,-1.766254
13.117425,-1.541845,-1.266854,-0.991863,-2.319129,-2.044138,-1.769147
13.122412,-1.545549,-1.270153,-0.994758,-2.322832,-2.047437,-1.772041
13.127398,-1.549268,-1.273464,-0.997660,-2.326552,-2.050748,-1.774943
13.132384,-1.553006,-1.276788,-1.000569,-2.330290,-2.054071,-1.777853
13.137370,-1.556758,-1.280121,-1.003484,-2.334042,-2.057405,-1.780768
13.142357,-1.560519,-1.283461,-1.006403,-2.337802,-2.060744,-1.783687
13.147343,-1.564283,-1.286803,-1.009324,-2.341567,-2.064087,-1.786607
13.152329,-1.568047,-1.290145,-1.012243,-2.345331,-2.067429,-1.789527
13.157316,-1.571811,-1.293487,-1.015163,-2.349095,-2.070770,-1.792446
13.162302,-1.575582,-1.296833,-1.018084,-2.352866,-2.074117,-1.795368
13.167288,-1.579356,-1.300182,-1.021007,-2.356640,-2.077465,-1.798291
13.172275,-1.583134,-1.303533,-1.023931,-2.360417,-2.080816,-1.801215
13.177261,-1.586918,-1.306887,-1.026857,-2.364201,-2.084171,-1.804141
13.182247,-1.590705,-1.310245,-1.029784,-2.367989,-2.087528,-1.807068
13.187233,-1.594496,-1.313604,-1.032712,-2.371780,-2.090888,-1.809995
13.192220,-1.598290,-1.316965,-1.035641,-2.375573,-2.094249,-1.812924
13.197206,-1.602086,-1.320328,-1.038570,-2.379370,-2.097611,-1.815853
13.202192,-1.605885,-1.323692,-1.041500,-2.383168,-2.100976,-1.818783
13.207179,-1.609685,-1.327058,-1.044430,-2.386969,-2.104341,-1.821714
13.212165,-1.613491,-1.330426,-1.047361,-2.390774,-2.107710,-1.824645
13.217151,-1.617300,-1.333797,-1.050294,-2.394584,-2.111081,-1.827577
13.222137,-1.621112,-1.337169,-1.053226,-2.398396,-2.114453,-1.830510
13.227124,-1.624926,-1.340543,-1.056159,-2.402210,-2.117826,-1.833443
13.232110,-1.628743,-1.343917,-1.059092,-2.406026,-2.121201,-1.836376
13.237096,-1.632562,-1.347294,-1.062026,-2.409845,-2.124577,-1.839309
13.242083,-1.636382,-1.350671,-1.064959,-2.413666,-2.127954,-1.842242
13.247069,-1.640205,-1.354049,-1.067892,-2.417489,-2.131332,-1.845176
13.252055,-1.644030,-1.357428,-1.070826,-2.421314,-2.134711,-1.848109
13.257042,-1.647857,-1.360808,-1.073759,-2.425140,-2.138091,-1.851042
13.262028,-1.651685,-1.364188,-1.076692,-2.428968,-2.141472,-1.853975
13.267014,-1.655514,-1.367569,-1.079624,-2.432798,-2.144853,-1.856908
13.272000,-1.659345,-1.370951,-1.082556,-2.436629,-2.148234,-1.859840
13.276987,-1.663177,-1.374332,-1.085487,-2.440461,-2.151616,-1.862771
13.281973,-1.667011,-1.377714,-1.088418,-2.444294,-2.154998,-1.865702
13.286959,-1.670845,-1.381097,-1.091349,-2.448128,-2.158380,-1.868632
13.291946,-1.674679,-1.384479,-1.094278,-2.451963,-2.161762,-1.871562
13.296932,-1.678514,-1.387861,-1.097207,-2.455798,-2.165144,-1.874490
13.301918,-1.682349,-1.391242,-1.100134,-2.459633,-2.168525,-1.877418
13.306905,-1.686184,-1.394622,-1.103060,-2.463468,-2.171906,-1.880344
13.311891,-1.690020,-1.398002,-1.105985,-2.467303,-2.175286,-1.883269
13.316877,-1.693856,-1.401382,-1.108909,-2.471139,-2.178666,-1.886192
13.321863,-1.697692,-1.404762,-1.111831,-2.474975,-2.182045,-1.889115
13.326850,-1.701528,-1.408140,-1.114753,-2.478811,-2.185424,-1.892036
13.331836,-1.705363,-1.411518,-1.117673,-2.482647,-2.188802,-1.894957
13.336822,-1.709198,-1.414895,-1.120592,-2.486482,-2.192179,-1.897876
13.341809,-1.713032,-1.418270,-1.123509,-2.490316,-2.195554,-1.900792
13.346795,-1.716865,-1.421644,-1.126423,-2.494149,-2.198928,-1.903707
13.351781,-1.720697,-1.425017,-1.129336,-2.497981,-2.202300,-1.906620
13.356768,-1.724528,-1.428388,-1.132247,-2.501812,-2.205671,-1.909530
13.361754,-1.728358,-1.431757,-1.135156,-2.505642,-2.209041,-1.912439
13.366740,-1.732187,-1.435125,-1.138063,-2.509470,-2.212408,-1.915346
13.371726,-1.736013,-1.438490,-1.140967,-2.513297,-2.215774,-1.918251
13.376713,-1.739839,-1.441854,-1.143869,-2.517122,-2.219138,-1.921153
13.381699,-1.743662,-1.445216,-1.146769,-2.520945,-2.222499,-1.924053
13.386685,-1.747483,-1.448575,-1.149667,-2.524767,-2.225858,-1.926950
13.391672,-1.751303,-1.451932,-1.152561,-2.528586,-2.229216,-1.929845
13.396658,-1.755120,-1.455287,-1.155454,-2.532403,-2.232570,-1.932737
13.401644,-1.758934,-1.458638,-1.158343,-2.536217,-2.235922,-1.935626
13.406631,-1.762745,-1.461987,-1.161228,-2.540029,-2.239270,-1.938512
13.411617,-1.766555,-1.465333,-1.164112,-2.543838,-2.242617,-1.941395
13.416603,-1.770362,-1.468677,-1.166993,-2.547645,-2.245961,-1.944276
13.421589,-1.774166,-1.472019,-1.169871,-2.551450,-2.249302,-1.947155
13.426576,-1.777967,-1.475357,-1.172746,-2.555251,-2.252640,-1.950030
13.431562,-1.781764,-1.478691,-1.175617,-2.559048,-2.255974,-1.952900
13.436548,-1.785557,-1.482020,-1.178483,-2.562841,-2.259304,-1.955767
13.441535,-1.789347,-1.485347,-1.181347,-2.566631,-2.262631,-1.958631
13.446521,-1.793134,-1.488671,-1.184208,-2.570418,-2.265955,-1.961492
13.451507,-1.796918,-1.491992,-1.187066,-2.574202,-2.269275,-1.964349
13.456494,-1.800698,-1.495309,-1.189920,-2.577981,-2.272592,-1.967203
13.461480,-1.804473,-1.498621,-1.192769,-2.581756,-2.275905,-1.970053
13.466466,-1.808243,-1.501929,-1.195615,-2.585527,-2.279213,-1.972898
13.471452,-1.812010,-1.505233,-1.198456,-2.589293,-2.282517,-1.975740
13.476439,-1.815772,-1.508533,-1.201294,-2.593055,-2.285816,-1.978577
13.481425,-1.819529,-1.511828,-1.204127,-2.596812,-2.289112,-1.981411
13.486411,-1.823281,-1.515119,-1.206957,-2.600565,-2.292402,-1.984240
13.491398,-1.827029,-1.518405,-1.209781,-2.604312,-2.295689,-1.987065
13.496384,-1.830771,-1.521687,-1.212602,-2.608055,-2.298970,-1.989885
