log10_mh_msun,log10_epsilon_lower,log10_epsilon_mid,log10_epsilon_upper,log10_mstar_over_mh_lower,log10_mstar_over_mh_mid,log10_mstar_over_mh_upper
10.120660,-3.805352,-2.745922,-1.686492,-4.582636,-3.523206,-2.463776
10.125646,-3.795640,-2.739356,-1.683073,-4.572923,-3.516640,-2.460356
10.130633,-3.785923,-2.732784,-1.679645,-4.563206,-3.510068,-2.456929
10.135619,-3.776202,-2.726206,-1.676209,-4.553485,-3.503489,-2.453493
10.140605,-3.766476,-2.719621,-1.672766,-4.543759,-3.496904,-2.450049
10.145592,-3.756746,-2.713030,-1.669314,-4.534030,-3.490313,-2.446597
10.150578,-3.747012,-2.706433,-1.665854,-4.524296,-3.483716,-2.443137
10.155564,-3.737274,-2.699830,-1.662386,-4.514558,-3.477113,-2.439669
10.160550,-3.727532,-2.693221,-1.658910,-4.504815,-3.470504,-2.436193
10.165537,-3.717786,-2.686606,-1.655426,-4.495070,-3.463889,-2.432709
10.170523,-3.708037,-2.679985,-1.651934,-4.485320,-3.457269,-2.429217
10.175509,-3.698283,-2.673358,-1.648433,-4.475567,-3.450642,-2.425717
10.180496,-3.688527,-2.666726,-1.644925,-4.465810,-3.444009,-2.422209
10.185482,-3.678766,-2.660088,-1.641409,-4.456050,-3.437371,-2.418692
10.190468,-3.669003,-2.653444,-1.637885,-4.446286,-3.430727,-2.415168
10.195455,-3.659236,-2.646794,-1.634352,-4.436519,-3.424078,-2.411636
10.200441,-3.649466,-2.640139,-1.630812,-4.426750,-3.417422,-2.408095
10.205427,-3.639693,-2.633478,-1.627263,-4.416977,-3.410762,-2.404547
10.210413,-3.629917,-2.626812,-1.623707,-4.407201,-3.404096,-2.400991
10.215400,-3.620138,-2.620140,-1.620143,-4.397422,-3.397424,-2.397426
10.220386,-3.610357,-2.613464,-1.616570,-4.387641,-3.390747,-2.393854
10.225372,-3.600573,-2.606781,-1.612990,-4.377856,-3.384065,-2.390273
10.230359,-3.590786,-2.600094,-1.609401,-4.368070,-3.377377,-2.386685
10.235345,-3.580997,-2.593401,-1.605805,-4.358281,-3.370684,-2.383088
10.240331,-3.571206,-2.586703,-1.602200,-4.348489,-3.363987,-2.379484
10.245318,-3.561412,-2.580000,-1.598588,-4.338696,-3.357284,-2.375871
10.250304,-3.551616,-2.573292,-1.594967,-4.328900,-3.350575,-2.372251
10.255290,-3.541819,-2.566579,-1.591339,-4.319102,-3.343862,-2.368623
10.260276,-3.532019,-2.559861,-1.587703,-4.309302,-3.337144,-2.364986
10.265263,-3.522217,-2.553138,-1.584058,-4.299501,-3.330421,-2.361342
10.270249,-3.512414,-2.546410,-1.580406,-4.289697,-3.323693,-2.357689
10.275235,-3.502609,-2.539677,-1.576746,-4.279893,-3.316961,-2.354029
10.280222,-3.492803,-2.532940,-1.573077,-4.270086,-3.310224,-2.350361
10.285208,-3.482995,-2.526198,-1.569401,-4.260278,-3.303481,-2.346685
10.290194,-3.473186,-2.519451,-1.565717,-4.250469,-3.296735,-2.343000
10.295181,-3.463375,-2.512700,-1.562025,-4.240659,-3.289984,-2.339308
10.300167,-3.453564,-2.505944,-1.558325,-4.230847,-3.283228,-2.335608
10.305153,-3.443751,-2.499184,-1.554617,-4.221035,-3.276467,-2.331900
10.310139,-3.433937,-2.492419,-1.550901,-4.211221,-3.269703,-2.328184
10.315126,-3.424123,-2.485650,-1.547177,-4.201407,-3.262934,-2.324460
10.320112,-3.414308,-2.478877,-1.543445,-4.191592,-3.256160,-2.320729
10.325098,-3.404492,-2.472099,-1.539705,-4.181776,-3.249382,-2.316989
10.330085,-3.394676,-2.465317,-1.535958,-4.171960,-3.242600,-2.313241
10.335071,-3.384860,-2.458531,-1.532202,-4.162143,-3.235814,-2.309486
10.340057,-3.375043,-2.451741,-1.528439,-4.152326,-3.229024,-2.305722
10.345043,-3.365225,-2.444946,-1.524667,-4.142509,-3.222230,-2.301951
10.350030,-3.355408,-2.438148,-1.520888,-4.132692,-3.215432,-2.298171
10.355016,-3.345591,-2.431346,-1.517101,-4.122874,-3.208629,-2.294384
10.360002,-3.335774,-2.424540,-1.513306,-4.113057,-3.201823,-2.290589
10.364989,-3.325957,-2.417730,-1.509503,-4.103240,-3.195013,-2.286786
10.369975,-3.316140,-2.410916,-1.505692,-4.093423,-3.188199,-2.282975
10.374961,-3.306323,-2.404098,-1.501873,-4.083607,-3.181382,-2.279156
10.379948,-3.296508,-2.397277,-1.498046,-4.073791,-3.174560,-2.275330
10.384934,-3.286692,-2.390452,-1.494212,-4.063976,-3.167736,-2.271495
10.389920,-3.276878,-2.383623,-1.490369,-4.054161,-3.160907,-2.267653
10.394906,-3.267064,-2.376791,-1.486519,-4.044347,-3.154075,-2.263803
10.399893,-3.257251,-2.369956,-1.482661,-4.034534,-3.147239,-2.259944
10.404879,-3.247439,-2.363117,-1.478795,-4.024722,-3.140400,-2.256078
10.409865,-3.237628,-2.356275,-1.474921,-4.014912,-3.133558,-2.252205
10.414852,-3.227818,-2.349429,-1.471039,-4.005102,-3.126712,-2.248323
10.419838,-3.218010,-2.342580,-1.467150,-3.995293,-3.119863,-2.244433
10.424824,-3.208203,-2.335728,-1.463252,-3.985486,-3.113011,-2.240536
10.429811,-3.198397,-2.328872,-1.459347,-3.975681,-3.106156,-2.236631
10.434797,-3.188593,-2.322014,-1.455434,-3.965877,-3.099297,-2.232718
10.439783,-3.178791,-2.315152,-1.451513,-3.956075,-3.092436,-2.228797
10.444769,-3.168991,-2.308287,-1.447584,-3.946274,-3.085571,-2.224868
10.449756,-3.159192,-2.301420,-1.443648,-3.936476,-3.078703,-2.220931
10.454742,-3.149395,-2.294549,-1.439703,-3.926679,-3.071833,-2.216987
10.459728,-3.139601,-2.287676,-1.435751,-3.916884,-3.064960,-2.213035
10.464715,-3.129809,-2.280800,-1.431791,-3.907092,-3.058084,-2.209075
10.469701,-3.120019,-2.273922,-1.427824,-3.897303,-3.051205,-2.205108
10.474687,-3.110232,-2.267041,-1.423850,-3.887516,-3.044324,-2.201133
10.479674,-3.100448,-2.260158,-1.419868,-3.877731,-3.037441,-2.197151
10.484660,-3.090667,-2.253273,-1.415879,-3.867950,-3.030556,-2.193162
10.489646,-3.080889,-2.246386,-1.411883,-3.858172,-3.023669,-2.189167
10.494632,-3.071114,-2.239497,-1.407881,-3.848398,-3.016781,-2.185164
10.499619,-3.061343,-2.232607,-1.403872,-3.838627,-3.009891,-2.181155
10.504605,-3.051576,-2.225716,-1.399856,-3.828859,-3.002999,-2.177139
10.509591,-3.041813,-2.218823,-1.395834,-3.819096,-2.996107,-2.173118
10.514578,-3.032054,-2.211930,-1.391806,-3.809337,-2.989213,-2.169090
10.519564,-3.022299,-2.205035,-1.387772,-3.799582,-2.982319,-2.165056
10.524550,-3.012548,-2.198140,-1.383732,-3.789832,-2.975424,-2.161016
10.529537,-3.002803,-2.191245,-1.379686,-3.780086,-2.968528,-2.156970
10.534523,-2.993062,-2.184349,-1.375635,-3.770346,-2.961632,-2.152919
10.539509,-2.983326,-2.177453,-1.371579,-3.760610,-2.954736,-2.148862
10.544495,-2.973596,-2.170556,-1.367517,-3.750879,-2.947840,-2.144800
10.549482,-2.963871,-2.163660,-1.363450,-3.741154,-2.940944,-2.140733
10.554468,-2.954151,-2.156765,-1.359378,-3.731435,-2.934048,-2.136661
10.559454,-2.944438,-2.149869,-1.355301,-3.721721,-2.927153,-2.132584
10.564441,-2.934730,-2.142975,-1.351219,-3.712014,-2.920258,-2.128503
10.569427,-2.925028,-2.136081,-1.347133,-3.702312,-2.913364,-2.124417
10.574413,-2.915333,-2.129188,-1.343043,-3.692617,-2.906472,-2.120326
10.579399,-2.905645,-2.122296,-1.338948,-3.682928,-2.899580,-2.116232
10.584386,-2.895963,-2.115406,-1.334849,-3.673246,-2.892690,-2.112133
10.589372,-2.886287,-2.108517,-1.330747,-3.663571,-2.885801,-2.108030
10.594358,-2.876619,-2.101630,-1.326640,-3.653903,-2.878913,-2.103924
10.599345,-2.866959,-2.094744,-1.322530,-3.644242,-2.872028,-2.099813
10.604331,-2.857305,-2.087861,-1.318416,-3.634589,-2.865144,-2.095700
10.609317,-2.847660,-2.080979,-1.314299,-3.624943,-2.858263,-2.091583
10.614304,-2.838022,-2.074100,-1.310179,-3.615305,-2.851384,-2.087463
10.619290,-2.828392,-2.067224,-1.306056,-3.605675,-2.844507,-2.083339
10.624276,-2.818770,-2.060350,-1.301929,-3.596054,-2.837633,-2.079213
10.629262,-2.809157,-2.053479,-1.297800,-3.586440,-2.830762,-2.075084
10.634249,-2.799552,-2.046610,-1.293669,-3.576835,-2.823894,-2.070952
10.639235,-2.789956,-2.039745,-1.289535,-3.567239,-2.817029,-2.066818
10.644221,-2.780368,-2.032883,-1.285398,-3.557652,-2.810167,-2.062682
10.649208,-2.770790,-2.026025,-1.281260,-3.548074,-2.803309,-2.058543
10.654194,-2.761221,-2.019170,-1.277119,-3.538505,-2.796454,-2.054403
10.659180,-2.751662,-2.012319,-1.272977,-3.528946,-2.789603,-2.050260
10.664167,-2.742112,-2.005472,-1.268832,-3.519396,-2.782756,-2.046116
10.669153,-2.732572,-1.998630,-1.264687,-3.509856,-2.775913,-2.041970
10.674139,-2.723043,-1.991791,-1.260539,-3.500326,-2.769074,-2.037823
10.679125,-2.713523,-1.984957,-1.256391,-3.490806,-2.762240,-2.033674
10.684112,-2.704013,-1.978127,-1.252241,-3.481297,-2.755411,-2.029525
10.689098,-2.694515,-1.971303,-1.248090,-3.471798,-2.748586,-2.025374
10.694084,-2.685027,-1.964483,-1.243939,-3.462310,-2.741766,-2.021222
10.699071,-2.675550,-1.957668,-1.239787,-3.452833,-2.734952,-2.017070
10.704057,-2.666084,-1.950859,-1.235634,-3.443367,-2.728142,-2.012917
10.709043,-2.656629,-1.944055,-1.231481,-3.433912,-2.721338,-2.008764
10.714030,-2.647186,-1.937256,-1.227327,-3.424469,-2.714540,-2.004611
10.719016,-2.637754,-1.930464,-1.223173,-3.415038,-2.707747,-2.000457
10.724002,-2.628335,-1.923677,-1.219020,-3.405618,-2.700961,-1.996303
10.728988,-2.618927,-1.916897,-1.214867,-3.396210,-2.694180,-1.992150
10.733975,-2.609531,-1.910123,-1.210714,-3.386815,-2.687406,-1.987997
10.738961,-2.600148,-1.903355,-1.206561,-3.377432,-2.680638,-1.983845
10.743947,-2.590778,-1.896594,-1.202409,-3.368062,-2.673877,-1.979693
10.748934,-2.581420,-1.889839,-1.198258,-3.358704,-2.667123,-1.975541
10.753920,-2.572076,-1.883092,-1.194108,-3.349359,-2.660375,-1.971391
10.758906,-2.562744,-1.876351,-1.189959,-3.340027,-2.653635,-1.967242
10.763893,-2.553426,-1.869618,-1.185811,-3.330709,-2.646902,-1.963094
10.768879,-2.544121,-1.862892,-1.181664,-3.321404,-2.640176,-1.958948
10.773865,-2.534830,-1.856174,-1.177519,-3.312113,-2.633458,-1.954802
10.778851,-2.525553,-1.849464,-1.173376,-3.302836,-2.626748,-1.950659
10.783838,-2.516289,-1.842762,-1.169234,-3.293573,-2.620045,-1.946517
10.788824,-2.507040,-1.836067,-1.165094,-3.284324,-2.613351,-1.942378
10.793810,-2.497806,-1.829381,-1.160957,-3.275089,-2.606665,-1.938240
10.798797,-2.488586,-1.822704,-1.156821,-3.265870,-2.599987,-1.934105
10.803783,-2.479381,-1.816035,-1.152688,-3.256664,-2.593318,-1.929972
10.808769,-2.470191,-1.809374,-1.148558,-3.247474,-2.586658,-1.925842
10.813756,-2.461016,-1.802723,-1.144430,-3.238299,-2.580007,-1.921714
10.818742,-2.451856,-1.796081,-1.140306,-3.229140,-2.573364,-1.917589
10.823728,-2.442712,-1.789448,-1.136184,-3.219995,-2.566731,-1.913467
10.828714,-2.433583,-1.782824,-1.132065,-3.210867,-2.560108,-1.909349
10.833701,-2.424471,-1.776210,-1.127950,-3.201754,-2.553494,-1.905233
10.838687,-2.415374,-1.769606,-1.123838,-3.192658,-2.546890,-1.901121
10.843673,-2.406294,-1.763012,-1.119729,-3.183578,-2.540295,-1.897013
10.848660,-2.397230,-1.756427,-1.115624,-3.174514,-2.533711,-1.892908
10.853646,-2.388183,-1.749853,-1.111524,-3.165467,-2.527137,-1.888807
10.858632,-2.379153,-1.743290,-1.107427,-3.156436,-2.520573,-1.884710
10.863618,-2.370140,-1.736737,-1.103334,-3.147423,-2.514020,-1.880618
10.868605,-2.361143,-1.730195,-1.099246,-3.138427,-2.507478,-1.876529
10.873591,-2.352165,-1.723663,-1.095162,-3.129448,-2.500947,-1.872445
10.878577,-2.343203,-1.717143,-1.091083,-3.120487,-2.494427,-1.868366
10.883564,-2.334260,-1.710634,-1.087008,-3.111543,-2.487918,-1.864292
10.888550,-2.325334,-1.704136,-1.082938,-3.102618,-2.481420,-1.860222
10.893536,-2.316427,-1.697650,-1.078874,-3.093710,-2.474934,-1.856157
10.898523,-2.307537,-1.691176,-1.074815,-3.084821,-2.468460,-1.852098
10.903509,-2.298667,-1.684714,-1.070761,-3.075950,-2.461997,-1.848044
10.908495,-2.289815,-1.678263,-1.066712,-3.067098,-2.455547,-1.843996
10.913481,-2.280981,-1.671825,-1.062669,-3.058265,-2.449109,-1.839953
10.918468,-2.272167,-1.665400,-1.058632,-3.049450,-2.442683,-1.835916
10.923454,-2.263372,-1.658986,-1.054601,-3.040655,-2.436270,-1.831884
10.928440,-2.254596,-1.652586,-1.050576,-3.031880,-2.429870,-1.827859
10.933427,-2.245840,-1.646198,-1.046557,-3.023123,-2.423482,-1.823841
10.938413,-2.237104,-1.639824,-1.042545,-3.014387,-2.417108,-1.819828
10.943399,-2.228387,-1.633463,-1.038539,-3.005671,-2.410746,-1.815822
10.948386,-2.219691,-1.627115,-1.034539,-2.996974,-2.404399,-1.811823
10.953372,-2.211015,-1.620781,-1.030547,-2.988298,-2.398064,-1.807830
10.958358,-2.202359,-1.614460,-1.026561,-2.979643,-2.391744,-1.803845
10.963344,-2.193724,-1.608154,-1.022583,-2.971008,-2.385437,-1.799867
10.968331,-2.185110,-1.601861,-1.018612,-2.962394,-2.379145,-1.795896
10.973317,-2.176517,-1.595583,-1.014648,-2.953801,-2.372866,-1.791932
10.978303,-2.167945,-1.589319,-1.010692,-2.945229,-2.366602,-1.787976
10.983290,-2.159395,-1.583069,-1.006744,-2.936678,-2.360353,-1.784027
10.988276,-2.150866,-1.576835,-1.002803,-2.928150,-2.354118,-1.780087
10.993262,-2.142359,-1.570615,-0.998871,-2.919643,-2.347898,-1.776154
10.998249,-2.133874,-1.564410,-0.994946,-2.911157,-2.341694,-1.772230
11.003235,-2.125411,-1.558221,-0.991030,-2.902695,-2.335504,-1.768314
11.008221,-2.116970,-1.552046,-0.987122,-2.894254,-2.329330,-1.764406
11.013207,-2.108552,-1.545888,-0.983223,-2.885836,-2.323171,-1.760507
11.018194,-2.100157,-1.539745,-0.979333,-2.877440,-2.317028,-1.756617
11.023180,-2.091784,-1.533618,-0.975452,-2.869068,-2.310901,-1.752735
11.028166,-2.083435,-1.527507,-0.971579,-2.860718,-2.304790,-1.748863
11.033153,-2.075108,-1.521412,-0.967716,-2.852392,-2.298696,-1.745000
11.038139,-2.066806,-1.515334,-0.963862,-2.844089,-2.292617,-1.741146
11.043125,-2.058526,-1.509272,-0.960018,-2.835810,-2.286555,-1.737301
11.048112,-2.050271,-1.503227,-0.956183,-2.827554,-2.280510,-1.733466
11.053098,-2.042039,-1.497199,-0.952358,-2.819323,-2.274482,-1.729641
11.058084,-2.033832,-1.491187,-0.948543,-2.811116,-2.268471,-1.725826
11.063070,-2.025649,-1.485193,-0.944738,-2.802933,-2.262477,-1.722021
11.068057,-2.017491,-1.479217,-0.940943,-2.794774,-2.256500,-1.718226
11.073043,-2.009357,-1.473258,-0.937158,-2.786640,-2.250541,-1.714442
11.078029,-2.001248,-1.467316,-0.933384,-2.778532,-2.244600,-1.710668
11.083016,-1.993164,-1.461393,-0.929621,-2.770448,-2.238676,-1.706905
11.088002,-1.985106,-1.455487,-0.925869,-2.762389,-2.232771,-1.703152
11.092988,-1.977073,-1.449600,-0.922127,-2.754356,-2.226883,-1.699410
11.097975,-1.969065,-1.443731,-0.918397,-2.746349,-2.221014,-1.695680
11.102961,-1.961083,-1.437880,-0.914677,-2.738367,-2.215164,-1.691961
11.107947,-1.953128,-1.432049,-0.910970,-2.730411,-2.209332,-1.688253
11.112933,-1.945198,-1.426236,-0.907273,-2.722482,-2.203519,-1.684557
11.117920,-1.937295,-1.420442,-0.903589,-2.714579,-2.197726,-1.680872
11.122906,-1.929419,-1.414667,-0.899916,-2.706702,-2.191951,-1.677199
11.127892,-1.921569,-1.408912,-0.896255,-2.698852,-2.186196,-1.673539
11.132879,-1.913746,-1.403176,-0.892607,-2.691030,-2.180460,-1.669890
11.137865,-1.905950,-1.397460,-0.888970,-2.683234,-2.174744,-1.666254
11.142851,-1.898182,-1.391764,-0.885346,-2.675465,-2.169048,-1.662630
11.147837,-1.890441,-1.386088,-0.881735,-2.667724,-2.163371,-1.659018
11.152824,-1.882727,-1.380432,-0.878136,-2.660011,-2.157715,-1.655420
11.157810,-1.875042,-1.374796,-0.874551,-2.652325,-2.152080,-1.651834
11.162796,-1.867384,-1.369181,-0.870978,-2.644668,-2.146464,-1.648261
11.167783,-1.859755,-1.363586,-0.867418,-2.637038,-2.140870,-1.644702
11.172769,-1.852154,-1.358013,-0.863872,-2.629437,-2.135296,-1.641156
11.177755,-1.844581,-1.352460,-0.860339,-2.621865,-2.129744,-1.637623
11.182742,-1.837038,-1.346929,-0.856820,-2.614321,-2.124212,-1.634104
11.187728,-1.829523,-1.341419,-0.853315,-2.606806,-2.118702,-1.630598
11.192714,-1.822037,-1.335930,-0.849823,-2.599321,-2.113214,-1.627107
11.197700,-1.814581,-1.330463,-0.846346,-2.591864,-2.107747,-1.623629
11.202687,-1.807154,-1.325018,-0.842882,-2.584438,-2.102302,-1.620166
11.207673,-1.799757,-1.319595,-0.839433,-2.577040,-2.096879,-1.616717
11.212659,-1.792390,-1.314194,-0.835999,-2.569673,-2.091478,-1.613282
11.217646,-1.785052,-1.308816,-0.832579,-2.562336,-2.086099,-1.609863
11.222632,-1.777745,-1.303460,-0.829174,-2.555029,-2.080743,-1.606457
11.227618,-1.770469,-1.298126,-0.825784,-2.547752,-2.075410,-1.603067
11.232605,-1.763223,-1.292816,-0.822409,-2.540506,-2.070099,-1.599692
11.237591,-1.756007,-1.287528,-0.819049,-2.533291,-2.064812,-1.596333
11.242577,-1.748823,-1.282264,-0.815705,-2.526106,-2.059547,-1.592988
11.247563,-1.741670,-1.277023,-0.812376,-2.518953,-2.054306,-1.589659
11.252550,-1.734548,-1.271805,-0.809063,-2.511831,-2.049089,-1.586346
11.257536,-1.727458,-1.266611,-0.805765,-2.504741,-2.043895,-1.583049
11.262522,-1.720399,-1.261441,-0.802484,-2.497682,-2.038725,-1.579767
11.267509,-1.713372,-1.256295,-0.799218,-2.490656,-2.033579,-1.576502
11.272495,-1.706377,-1.251173,-0.795969,-2.483661,-2.028457,-1.573253
11.277481,-1.699415,-1.246076,-0.792737,-2.476698,-2.023359,-1.570020
11.282468,-1.692485,-1.241003,-0.789521,-2.469768,-2.018286,-1.566804
11.287454,-1.685587,-1.235954,-0.786321,-2.462871,-2.013238,-1.563605
11.292440,-1.678723,-1.230931,-0.783139,-2.456006,-2.008214,-1.560422
11.297426,-1.671891,-1.225932,-0.779973,-2.449174,-2.003216,-1.557257
11.302413,-1.665093,-1.220959,-0.776825,-2.442376,-1.998242,-1.554109
11.307399,-1.658327,-1.216011,-0.773694,-2.435611,-1.993294,-1.550977
11.312385,-1.651596,-1.211088,-0.770580,-2.428879,-1.988372,-1.547864
11.317372,-1.644898,-1.206191,-0.767484,-2.422181,-1.983474,-1.544768
11.322358,-1.638234,-1.201320,-0.764406,-2.415517,-1.978603,-1.541689
11.327344,-1.631604,-1.196475,-0.761345,-2.408887,-1.973758,-1.538629
11.332331,-1.625008,-1.191656,-0.758303,-2.402291,-1.968939,-1.535587
11.337317,-1.618447,-1.186863,-0.755279,-2.395730,-1.964146,-1.532562
11.342303,-1.611920,-1.182096,-0.752273,-2.389204,-1.959380,-1.529556
11.347289,-1.605428,-1.177357,-0.749286,-2.382712,-1.954640,-1.526569
11.352276,-1.598971,-1.172644,-0.746317,-2.376255,-1.949928,-1.523600
11.357262,-1.592550,-1.167958,-0.743367,-2.369833,-1.945242,-1.520650
11.362248,-1.586163,-1.163300,-0.740436,-2.363447,-1.940583,-1.517719
11.367235,-1.579813,-1.158668,-0.737524,-2.357096,-1.935952,-1.514807
11.372221,-1.573498,-1.154064,-0.734631,-2.350781,-1.931348,-1.511914
11.377207,-1.567219,-1.149488,-0.731757,-2.344502,-1.926772,-1.509041
11.382193,-1.560976,-1.144939,-0.728903,-2.338259,-1.922223,-1.506187
11.387180,-1.554769,-1.140419,-0.726069,-2.332053,-1.917703,-1.503353
11.392166,-1.548599,-1.135927,-0.723255,-2.325882,-1.913210,-1.500538
11.397152,-1.542465,-1.131463,-0.720460,-2.319749,-1.908746,-1.497744
11.402139,-1.536368,-1.127027,-0.717686,-2.313652,-1.904311,-1.494969
11.407125,-1.530309,-1.122620,-0.714931,-2.307592,-1.899904,-1.492215
11.412111,-1.524286,-1.118242,-0.712198,-2.301570,-1.895525,-1.489481
11.417098,-1.518301,-1.113893,-0.709484,-2.295585,-1.891176,-1.486768
11.422084,-1.512354,-1.109573,-0.706792,-2.289637,-1.886856,-1.484075
11.427070,-1.506444,-1.105282,-0.704120,-2.283727,-1.882565,-1.481403
11.432056,-1.500572,-1.101021,-0.701469,-2.277855,-1.878304,-1.478753
11.437043,-1.494738,-1.096789,-0.698840,-2.272022,-1.874072,-1.476123
11.442029,-1.488943,-1.092587,-0.696231,-2.266226,-1.869871,-1.473515
11.447015,-1.483186,-1.088415,-0.693644,-2.260469,-1.865698,-1.470928
11.452002,-1.477467,-1.084273,-0.691079,-2.254751,-1.861557,-1.468363
11.456988,-1.471788,-1.080162,-0.688535,-2.249071,-1.857445,-1.465819
11.461974,-1.466148,-1.076081,-0.686014,-2.243431,-1.853364,-1.463297
11.466961,-1.460546,-1.072030,-0.683514,-2.237830,-1.849314,-1.460797
11.471947,-1.454985,-1.068010,-0.681036,-2.232268,-1.845294,-1.458320
11.476933,-1.449462,-1.064022,-0.678581,-2.226746,-1.841305,-1.455864
11.481919,-1.443980,-1.060064,-0.676148,-2.221264,-1.837348,-1.453432
11.486906,-1.438538,-1.056138,-0.673738,-2.215821,-1.833421,-1.451021
11.491892,-1.433135,-1.052243,-0.671350,-2.210419,-1.829526,-1.448634
11.496878,-1.427773,-1.048380,-0.668986,-2.205057,-1.825663,-1.446269
11.501865,-1.422452,-1.044548,-0.666644,-2.199735,-1.821832,-1.443928
11.506851,-1.417171,-1.040749,-0.664326,-2.194455,-1.818032,-1.441610
11.511837,-1.411931,-1.036981,-0.662031,-2.189215,-1.814265,-1.439314
11.516824,-1.406733,-1.033246,-0.659760,-2.184016,-1.810530,-1.437043
11.521810,-1.401575,-1.029543,-0.657512,-2.178858,-1.806827,-1.434795
11.526796,-1.396459,-1.025873,-0.655288,-2.173742,-1.803157,-1.432571
11.531782,-1.391384,-1.022236,-0.653087,-2.168668,-1.799519,-1.430371
11.536769,-1.386351,-1.018631,-0.650911,-2.163635,-1.795915,-1.428195
11.541755,-1.381361,-1.015060,-0.648760,-2.158644,-1.792344,-1.426043
11.546741,-1.376412,-1.011522,-0.646632,-2.153696,-1.788806,-1.423916
11.551728,-1.371506,-1.008017,-0.644529,-2.148789,-1.785301,-1.421813
11.556714,-1.366642,-1.004546,-0.642451,-2.143925,-1.781830,-1.419734
11.561700,-1.361821,-1.001109,-0.640398,-2.139105,-1.778393,-1.417681
11.566687,-1.357043,-0.997706,-0.638369,-2.134326,-1.774989,-1.415653
11.571673,-1.352308,-0.994337,-0.636366,-2.129591,-1.771620,-1.413649
11.576659,-1.347616,-0.991002,-0.634388,-2.124899,-1.768285,-1.411671
11.581645,-1.342968,-0.987701,-0.632435,-2.120251,-1.764985,-1.409719
11.586632,-1.338363,-0.984435,-0.630508,-2.115646,-1.761719,-1.407791
11.591618,-1.333802,-0.981204,-0.628606,-2.111086,-1.758488,-1.405890
11.596604,-1.329285,-0.978008,-0.626731,-2.106569,-1.755291,-1.404014
11.601591,-1.324813,-0.974847,-0.624881,-2.102096,-1.752131,-1.402165
11.606577,-1.320384,-0.971721,-0.623058,-2.097668,-1.749004,-1.400341
11.611563,-1.316001,-0.968631,-0.621261,-2.093284,-1.745914,-1.398544
11.616550,-1.311661,-0.965576,-0.619490,-2.088945,-1.742859,-1.396773
11.621536,-1.307367,-0.962557,-0.617746,-2.084651,-1.739840,-1.395029
11.626522,-1.303118,-0.959573,-0.616028,-2.080402,-1.736857,-1.393312
11.631508,-1.298914,-0.956626,-0.614338,-2.076198,-1.733910,-1.391621
11.636495,-1.294756,-0.953715,-0.612675,-2.072040,-1.730999,-1.389958
11.641481,-1.290644,-0.950841,-0.611038,-2.067927,-1.728124,-1.388322
11.646467,-1.286577,-0.948003,-0.609429,-2.063861,-1.725287,-1.386713
11.651454,-1.282556,-0.945202,-0.607848,-2.059840,-1.722485,-1.385131
11.656440,-1.278582,-0.942438,-0.606294,-2.055865,-1.719721,-1.383578
11.661426,-1.274653,-0.939711,-0.604768,-2.051937,-1.716994,-1.382051
11.666412,-1.270772,-0.937021,-0.603270,-2.048056,-1.714304,-1.380553
11.671399,-1.266937,-0.934368,-0.601799,-2.044220,-1.711652,-1.379083
11.676385,-1.263149,-0.931753,-0.600357,-2.040432,-1.709036,-1.377641
11.681371,-1.259406,-0.929174,-0.598942,-2.036690,-1.706458,-1.376226
11.686358,-1.255710,-0.926633,-0.597556,-2.032994,-1.703917,-1.374839
11.691344,-1.252060,-0.924128,-0.596196,-2.029344,-1.701412,-1.373480
11.696330,-1.248456,-0.921660,-0.594865,-2.025740,-1.698944,-1.372148
11.701317,-1.244898,-0.919229,-0.593560,-2.022182,-1.696513,-1.370844
11.706303,-1.241385,-0.916834,-0.592283,-2.018669,-1.694118,-1.369567
11.711289,-1.237918,-0.914476,-0.591034,-2.015202,-1.691760,-1.368317
11.716275,-1.234496,-0.912154,-0.589811,-2.011780,-1.689437,-1.367094
11.721262,-1.231120,-0.909868,-0.588616,-2.008404,-1.687151,-1.365899
11.726248,-1.227788,-0.907618,-0.587447,-2.005072,-1.684901,-1.364731
11.731234,-1.224502,-0.905404,-0.586306,-2.001786,-1.682687,-1.363589
11.736221,-1.221260,-0.903225,-0.585191,-1.998543,-1.680509,-1.362474
11.741207,-1.218063,-0.901083,-0.584103,-1.995347,-1.678366,-1.361386
11.746193,-1.214910,-0.898976,-0.583041,-1.992194,-1.676259,-1.360325
11.751180,-1.211802,-0.896904,-0.582007,-1.989086,-1.674188,-1.359290
11.756166,-1.208738,-0.894868,-0.580998,-1.986021,-1.672151,-1.358282
11.761152,-1.205718,-0.892867,-0.580016,-1.983001,-1.670151,-1.357300
11.766138,-1.202742,-0.890901,-0.579060,-1.980025,-1.668185,-1.356344
11.771125,-1.199809,-0.888970,-0.578131,-1.977093,-1.666254,-1.355414
11.776111,-1.196921,-0.887074,-0.577227,-1.974204,-1.664358,-1.354511
11.781097,-1.194076,-0.885213,-0.576350,-1.971359,-1.662496,-1.353633
11.786084,-1.191274,-0.883386,-0.575498,-1.968558,-1.660670,-1.352782
11.791070,-1.188515,-0.881594,-0.574673,-1.965799,-1.658877,-1.351956
11.796056,-1.185800,-0.879836,-0.573873,-1.963084,-1.657120,-1.351156
11.801043,-1.183127,-0.878113,-0.573098,-1.960411,-1.655396,-1.350382
11.806029,-1.180498,-0.876424,-0.572350,-1.957781,-1.653707,-1.349633
