bin_left	bin_right	bin_center	total_weighted_count	phi	frac_9_9	frac_9_10	frac_10_10	frac_10_11	frac_11_11	frac_11_12	frac_12_12	frac_12_13	frac_13_13	frac_13_14
-9.00000000	-8.50000000	-8.75000000	1.363287396476e-04	2.726574792953e-04	9.967070936868e-01	3.292906312510e-03	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
-8.50000000	-8.00000000	-8.25000000	8.102188660158e-05	1.620437732032e-04	9.999999999993e-01	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
-8.00000000	-7.50000000	-7.75000000	4.327809918947e-05	8.655619837894e-05	1.000000000005e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
-7.50000000	-7.00000000	-7.25000000	1.313839303840e-05	2.627678607681e-05	9.999999999915e-01	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
-7.00000000	-6.50000000	-6.75000000	1.733449293762e-05	3.466898587523e-05	1.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
-6.50000000	-6.00000000	-6.25000000	1.302966485056e-05	2.605932970112e-05	9.999999999915e-01	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
-6.00000000	-5.50000000	-5.75000000	7.277782836268e-06	1.455556567254e-05	1.000000000008e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
-5.50000000	-5.00000000	-5.25000000	2.529973833876e-06	5.059947667752e-06	1.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
-5.00000000	-4.50000000	-4.75000000	3.933249949184e-06	7.866499898368e-06	9.999999999718e-01	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
-4.50000000	-4.00000000	-4.25000000	1.548649048666e-06	3.097298097332e-06	1.000000000036e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
