bin_left	bin_right	bin_center	total_weighted_count	phi	frac_9_9	frac_9_10	frac_10_10	frac_10_11	frac_11_11	frac_11_12	frac_12_12	frac_12_13	frac_13_13	frac_13_14
-26.50000000	-26.00000000	-26.25000000	1.454080084540e-20	2.908160169080e-20	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	1.000000000000e+00
-26.00000000	-25.50000000	-25.75000000	7.810481971659e-14	1.562096394332e-13	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	8.547889991565e-01	1.452110008435e-01
-25.50000000	-25.00000000	-25.25000000	1.582188101086e-10	3.164376202171e-10	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	8.199550987946e-01	1.797588496250e-01	2.860515803857e-04
-25.00000000	-24.50000000	-24.75000000	6.966502506770e-09	1.393300501354e-08	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	5.929237554237e-01	3.968481807579e-01	1.021314493930e-02	1.491887908978e-05
-24.50000000	-24.00000000	-24.25000000	6.422254232116e-08	1.284450846423e-07	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	1.480290022913e-01	7.295290692872e-01	1.186490812578e-01	3.787931709284e-03	4.915454411799e-06
-24.00000000	-23.50000000	-23.75000000	3.406744316744e-07	6.813488633488e-07	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	3.863859555774e-01	5.077753499777e-01	1.034312395505e-01	2.406088763562e-03	1.366130941873e-06
-23.50000000	-23.00000000	-23.25000000	1.840968930296e-06	3.681937860591e-06	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	8.230391532266e-03	3.786373473333e-01	5.472626491442e-01	6.537398126708e-02	4.955438491915e-04	8.687404790988e-08
-23.00000000	-22.50000000	-22.75000000	9.022943561128e-06	1.804588712226e-05	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	3.138410187220e-02	5.127781725699e-01	4.436479220804e-01	1.216162604025e-02	2.817689891038e-05	5.382827520526e-10
-22.50000000	-22.00000000	-22.25000000	3.216837067608e-05	6.433674135217e-05	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	7.145554021755e-02	7.753250021943e-01	1.523998865357e-01	8.194213748824e-04	1.496776174090e-07	0.000000000000e+00
-22.00000000	-21.50000000	-21.75000000	8.383546399260e-05	1.676709279852e-04	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	5.140655950964e-04	2.358911790857e-01	7.452434068950e-01	1.834688484899e-02	4.463575219467e-06	0.000000000000e+00	0.000000000000e+00
