z	kind	Muv	our_phi	inst_phi	ratio
12.5	dust	-13.022556	1.475381474039e-02	1.025307532229e-02	1.438964825345e+00
12.5	dust	-12.977444	1.430837605404e-02	9.845052786133e-03	1.453356966678e+00
12.5	dust	-12.932331	1.387638579623e-02	9.453267562661e-03	1.467893054359e+00
12.5	dust	-12.887218	1.345743793975e-02	9.077073485795e-03	1.482574528102e+00
12.5	dust	-12.842105	1.305113871592e-02	8.715850103721e-03	1.497402842018e+00
12.5	dust	-12.796992	1.265710624450e-02	8.369001655591e-03	1.512379464765e+00
12.5	dust	-12.751880	1.227497017476e-02	8.035956088939e-03	1.527505879686e+00
12.5	dust	-12.706767	1.190437133738e-02	7.716164116209e-03	1.542783584965e+00
12.5	dust	-12.661654	1.154496140688e-02	7.409098308814e-03	1.558214093765e+00
12.5	dust	-12.616541	1.119640257423e-02	7.114252227264e-03	1.573798934388e+00
12.5	dust	-12.571429	1.085836722932e-02	6.831139585896e-03	1.589539650418e+00
12.5	dust	-12.526316	1.053053765306e-02	6.559293450850e-03	1.605437800880e+00
12.5	dust	-12.481203	1.021260571876e-02	6.298265469966e-03	1.621494960391e+00
12.5	dust	-12.436090	9.904272602497e-03	6.047625133318e-03	1.637712719317e+00
12.5	dust	-12.390977	9.605248502292e-03	5.806959063181e-03	1.654092683930e+00
12.5	dust	-12.345865	9.315252365683e-03	5.575870332254e-03	1.670636476569e+00
12.5	dust	-12.300752	9.034011625587e-03	5.353977809011e-03	1.687345735797e+00
12.5	dust	-12.255639	8.761261944111e-03	5.140915529109e-03	1.704222116567e+00
12.5	dust	-12.210526	8.214880452626e-03	4.838969499232e-03	1.697650802289e+00
12.5	dust	-12.165414	7.665540242311e-03	4.541814317578e-03	1.687770504541e+00
12.5	dust	-12.120301	7.152935157773e-03	4.262907071151e-03	1.677947709951e+00
12.5	dust	-12.075188	6.674608671271e-03	4.001127176629e-03	1.668182083853e+00
12.5	dust	-12.030075	6.228268526409e-03	3.755422864341e-03	1.658473293527e+00
12.5	dust	-11.984962	5.811775753090e-03	3.524806952499e-03	1.648821008189e+00
12.5	dust	-11.939850	5.423134417052e-03	3.308352880939e-03	1.639224898981e+00
12.5	dust	-11.894737	5.060482054865e-03	3.105190988419e-03	1.629684638961e+00
12.5	dust	-11.849624	4.722080748559e-03	2.914505018528e-03	1.620199903085e+00
12.5	dust	-11.804511	4.406308797099e-03	2.735528840160e-03	1.610770368205e+00
12.5	dust	-11.759398	4.111652944799e-03	2.567543369380e-03	1.601395713051e+00
12.5	dust	-11.714286	3.836701129436e-03	2.409873680316e-03	1.592075618226e+00
12.5	dust	-11.669173	3.580135715305e-03	2.261886293466e-03	1.582809766188e+00
12.5	dust	-11.624060	3.340727178791e-03	2.122986630527e-03	1.573597841246e+00
12.5	dust	-11.578947	3.117328216191e-03	1.992616625520e-03	1.564439529544e+00
12.5	dust	-11.533835	2.908868245558e-03	1.870252482614e-03	1.555334519055e+00
12.5	dust	-11.488722	2.714348276216e-03	1.755402571636e-03	1.546282499567e+00
12.5	dust	-11.443609	2.532836121350e-03	1.647605452822e-03	1.537283162673e+00
12.5	dust	-11.398496	2.363461930743e-03	1.546428022853e-03	1.528336201760e+00
12.5	dust	-11.353383	2.205414022244e-03	1.451463774759e-03	1.519441312003e+00
12.5	dust	-11.308271	1.984884418209e-03	1.331684616935e-03	1.490506380390e+00
12.5	dust	-11.263158	1.781179261251e-03	1.219538113147e-03	1.460535953776e+00
12.5	dust	-11.218045	1.598380002183e-03	1.116835916330e-03	1.431168158913e+00
12.5	dust	-11.172932	1.434341105894e-03	1.022782683509e-03	1.402390878357e+00
12.5	dust	-11.127820	1.287137229725e-03	9.366500507276e-04	1.374192238312e+00
12.5	dust	-11.082707	1.155040625508e-03	8.577709924834e-04	1.346560603739e+00
12.5	dust	-11.037594	1.036500860797e-03	7.855346561657e-04	1.319484573547e+00
12.5	dust	-10.992481	9.301266212700e-04	7.193816315132e-04	1.292952975896e+00
12.5	dust	-10.947368	8.346693807179e-04	6.587996184467e-04	1.266954863583e+00
12.5	dust	-10.902256	7.490087469562e-04	6.033194597318e-04	1.241479509528e+00
12.5	dust	-10.857143	6.721393116569e-04	5.525115077468e-04	1.216516402342e+00
12.5	dust	-10.812030	6.031588497605e-04	5.059822972201e-04	1.192055242000e+00
12.5	dust	-10.766917	5.412577299602e-04	4.633714981688e-04	1.168085935581e+00
12.5	dust	-10.721805	4.857094119700e-04	4.243491254434e-04	1.144598593110e+00
12.5	dust	-10.676692	4.358619190410e-04	3.886129832676e-04	1.121583523474e+00
12.5	dust	-10.631579	3.911301856383e-04	3.558863249839e-04	1.099031230425e+00
12.5	dust	-10.586466	3.509891904621e-04	3.259157098807e-04	1.076932408660e+00
12.5	dust	-10.541353	3.149677942146e-04	2.984690405057e-04	1.055277939986e+00
12.5	dust	-10.496241	2.826432097860e-04	2.733337652641e-04	1.034058889552e+00
12.5	dust	-10.451128	2.536360399556e-04	2.503152323834e-04	1.013266502165e+00
12.5	dust	-10.406015	2.276058243645e-04	2.292351824979e-04	9.928921986771e-01
12.5	dust	-10.360902	2.042470434947e-04	2.099303681781e-04	9.729275724480e-01
12.5	dust	-10.315789	1.832855327529e-04	1.922512897156e-04	9.533643858726e-01
12.5	dust	-10.270677	1.644752645705e-04	1.760610373719e-04	9.341945669844e-01
12.5	dust	-10.225564	1.475954607503e-04	1.612342311270e-04	9.154102061243e-01
12.5	dust	-10.180451	1.324480011689e-04	1.476560497154e-04	8.970035526770e-01
12.5	dust	-10.135338	1.188550984188e-04	1.352213414307e-04	8.789670118730e-01
12.5	dust	-10.090226	1.066572110977e-04	1.238338098139e-04	8.612931416551e-01
12.5	dust	-10.045113	9.571117125373e-05	1.134052679168e-04	8.439746496076e-01
12.5	dust	-10.000000	8.588850400719e-05	1.038549553681e-04	8.270043899473e-01
12.5	intrinsic	-27.550000	7.251372854900e-19	3.657636935367e-13	1.982529426249e-06
12.5	intrinsic	-26.650000	6.856748721384e-15	8.489641898568e-12	8.076605354274e-04
12.5	intrinsic	-25.750000	1.287522654687e-12	1.535531893558e-10	8.384864294182e-03
12.5	intrinsic	-24.850000	6.662531664901e-11	1.996989670663e-09	3.336287494511e-02
12.5	intrinsic	-23.950000	1.659134494093e-09	2.093913128557e-08	7.923607104159e-02
12.5	intrinsic	-23.050000	2.141841245783e-08	1.582258086053e-07	1.353661115504e-01
12.5	intrinsic	-22.150000	1.689608858150e-07	1.006668609359e-06	1.678416156461e-01
12.5	intrinsic	-21.250000	1.262882140858e-06	4.195593826967e-06	3.010020018481e-01
12.5	intrinsic	-20.350000	5.007741230881e-06	1.579982151974e-05	3.169492278519e-01
12.5	intrinsic	-19.450000	2.010285428513e-05	5.599329717160e-05	3.590225134184e-01
12.5	intrinsic	-18.550000	7.206604875683e-05	1.762493232612e-04	4.088869530015e-01
12.5	intrinsic	-17.650000	2.331569204954e-04	5.070956437256e-04	4.597888453199e-01
12.5	intrinsic	-16.750000	6.670405553378e-04	1.323546716885e-03	5.039796078432e-01
12.5	intrinsic	-15.850000	1.740418046012e-03	2.938878610541e-03	5.922048089259e-01
12.5	intrinsic	-14.950000	3.875298120519e-03	6.330049938926e-03	6.122065635988e-01
12.5	intrinsic	-14.050000	8.437492607171e-03	1.263581175209e-02	6.677444055602e-01
12.5	intrinsic	-13.150000	1.608852832563e-02	1.149942505070e-02	1.399072410550e+00
12.5	intrinsic	-12.250000	8.727752408406e-03	5.114885964531e-03	1.706343497964e+00
12.5	intrinsic	-11.350000	2.193995566034e-03	1.444581131772e-03	1.518776285928e+00
12.5	intrinsic	-10.450000	2.529503438296e-04	2.497653154130e-04	1.012752084537e+00
