z_final	mh_final	bin_left	bin_right	bin_center	pdf
6.000000	1.000000e+12	-12.55604720	-12.38091006	-12.46847863	0.000000000000e+00
6.000000	1.000000e+12	-12.38091006	-12.20577292	-12.29334149	0.000000000000e+00
6.000000	1.000000e+12	-12.20577292	-12.03063578	-12.11820435	0.000000000000e+00
6.000000	1.000000e+12	-12.03063578	-11.85549863	-11.94306720	0.000000000000e+00
6.000000	1.000000e+12	-11.85549863	-11.68036149	-11.76793006	0.000000000000e+00
6.000000	1.000000e+12	-11.68036149	-11.50522435	-11.59279292	0.000000000000e+00
6.000000	1.000000e+12	-11.50522435	-11.33008721	-11.41765578	0.000000000000e+00
6.000000	1.000000e+12	-11.33008721	-11.15495006	-11.24251863	0.000000000000e+00
6.000000	1.000000e+12	-11.15495006	-10.97981292	-11.06738149	0.000000000000e+00
6.000000	1.000000e+12	-10.97981292	-10.80467578	-10.89224435	0.000000000000e+00
6.000000	1.000000e+12	-10.80467578	-10.62953864	-10.71710721	0.000000000000e+00
6.000000	1.000000e+12	-10.62953864	-10.45440149	-10.54197007	0.000000000000e+00
6.000000	1.000000e+12	-10.45440149	-10.27926435	-10.36683292	0.000000000000e+00
6.000000	1.000000e+12	-10.27926435	-10.10412721	-10.19169578	0.000000000000e+00
6.000000	1.000000e+12	-10.10412721	-9.92899007	-10.01655864	0.000000000000e+00
6.000000	1.000000e+12	-9.92899007	-9.75385292	-9.84142150	0.000000000000e+00
6.000000	1.000000e+12	-9.75385292	-9.57871578	-9.66628435	0.000000000000e+00
6.000000	1.000000e+12	-9.57871578	-9.40357864	-9.49114721	0.000000000000e+00
6.000000	1.000000e+12	-9.40357864	-9.22844150	-9.31601007	0.000000000000e+00
6.000000	1.000000e+12	-9.22844150	-9.05330436	-9.14087293	0.000000000000e+00
6.000000	1.000000e+12	-9.05330436	-8.87816721	-8.96573578	0.000000000000e+00
6.000000	1.000000e+12	-8.87816721	-8.70303007	-8.79059864	0.000000000000e+00
6.000000	1.000000e+12	-8.70303007	-8.52789293	-8.61546150	0.000000000000e+00
6.000000	1.000000e+12	-8.52789293	-8.35275579	-8.44032436	0.000000000000e+00
6.000000	1.000000e+12	-8.35275579	-8.17761864	-8.26518721	0.000000000000e+00
6.000000	1.000000e+12	-8.17761864	-8.00248150	-8.09005007	0.000000000000e+00
6.000000	1.000000e+12	-8.00248150	-7.82734436	-7.91491293	0.000000000000e+00
6.000000	1.000000e+12	-7.82734436	-7.65220722	-7.73977579	0.000000000000e+00
6.000000	1.000000e+12	-7.65220722	-7.47707007	-7.56463864	0.000000000000e+00
6.000000	1.000000e+12	-7.47707007	-7.30193293	-7.38950150	0.000000000000e+00
6.000000	1.000000e+12	-7.30193293	-7.12679579	-7.21436436	0.000000000000e+00
6.000000	1.000000e+12	-7.12679579	-6.95165865	-7.03922722	0.000000000000e+00
6.000000	1.000000e+12	-6.95165865	-6.77652150	-6.86409008	0.000000000000e+00
6.000000	1.000000e+12	-6.77652150	-6.60138436	-6.68895293	0.000000000000e+00
6.000000	1.000000e+12	-6.60138436	-6.42624722	-6.51381579	0.000000000000e+00
6.000000	1.000000e+12	-6.42624722	-6.25111008	-6.33867865	0.000000000000e+00
6.000000	1.000000e+12	-6.25111008	-6.07597293	-6.16354151	0.000000000000e+00
6.000000	1.000000e+12	-6.07597293	-5.90083579	-5.98840436	0.000000000000e+00
6.000000	1.000000e+12	-5.90083579	-5.72569865	-5.81326722	0.000000000000e+00
6.000000	1.000000e+12	-5.72569865	-5.55056151	-5.63813008	0.000000000000e+00
6.000000	1.000000e+12	-5.55056151	-5.37542437	-5.46299294	0.000000000000e+00
6.000000	1.000000e+12	-5.37542437	-5.20028722	-5.28785579	0.000000000000e+00
6.000000	1.000000e+12	-5.20028722	-5.02515008	-5.11271865	0.000000000000e+00
6.000000	1.000000e+12	-5.02515008	-4.85001294	-4.93758151	0.000000000000e+00
6.000000	1.000000e+12	-4.85001294	-4.67487580	-4.76244437	0.000000000000e+00
6.000000	1.000000e+12	-4.67487580	-4.49973865	-4.58730722	0.000000000000e+00
6.000000	1.000000e+12	-4.49973865	-4.32460151	-4.41217008	0.000000000000e+00
6.000000	1.000000e+12	-4.32460151	-4.14946437	-4.23703294	0.000000000000e+00
6.000000	1.000000e+12	-4.14946437	-3.97432723	-4.06189580	0.000000000000e+00
6.000000	1.000000e+12	-3.97432723	-3.79919008	-3.88675866	0.000000000000e+00
6.000000	1.000000e+12	-3.79919008	-3.62405294	-3.71162151	0.000000000000e+00
6.000000	1.000000e+12	-3.62405294	-3.44891580	-3.53648437	0.000000000000e+00
6.000000	1.000000e+12	-3.44891580	-3.27377866	-3.36134723	0.000000000000e+00
6.000000	1.000000e+12	-3.27377866	-3.09864151	-3.18621009	0.000000000000e+00
6.000000	1.000000e+12	-3.09864151	-2.92350437	-3.01107294	0.000000000000e+00
6.000000	1.000000e+12	-2.92350437	-2.74836723	-2.83593580	0.000000000000e+00
6.000000	1.000000e+12	-2.74836723	-2.57323009	-2.66079866	0.000000000000e+00
6.000000	1.000000e+12	-2.57323009	-2.39809295	-2.48566152	0.000000000000e+00
6.000000	1.000000e+12	-2.39809295	-2.22295580	-2.31052437	0.000000000000e+00
6.000000	1.000000e+12	-2.22295580	-2.04781866	-2.13538723	0.000000000000e+00
6.000000	1.000000e+12	-2.04781866	-1.87268152	-1.96025009	0.000000000000e+00
6.000000	1.000000e+12	-1.87268152	-1.69754438	-1.78511295	0.000000000000e+00
6.000000	1.000000e+12	-1.69754438	-1.52240723	-1.60997580	0.000000000000e+00
6.000000	1.000000e+12	-1.52240723	-1.34727009	-1.43483866	0.000000000000e+00
6.000000	1.000000e+12	-1.34727009	-1.17213295	-1.25970152	0.000000000000e+00
6.000000	1.000000e+12	-1.17213295	-0.99699581	-1.08456438	0.000000000000e+00
6.000000	1.000000e+12	-0.99699581	-0.82185866	-0.90942724	0.000000000000e+00
6.000000	1.000000e+12	-0.82185866	-0.64672152	-0.73429009	0.000000000000e+00
6.000000	1.000000e+12	-0.64672152	-0.47158438	-0.55915295	0.000000000000e+00
6.000000	1.000000e+12	-0.47158438	-0.29644724	-0.38401581	0.000000000000e+00
6.000000	1.000000e+12	-0.29644724	-0.12131009	-0.20887867	0.000000000000e+00
6.000000	1.000000e+12	-0.12131009	0.05382705	-0.03374152	0.000000000000e+00
6.000000	1.000000e+12	0.05382705	0.22896419	0.14139562	0.000000000000e+00
6.000000	1.000000e+12	0.22896419	0.40410133	0.31653276	0.000000000000e+00
6.000000	1.000000e+12	0.40410133	0.57923847	0.49166990	0.000000000000e+00
6.000000	1.000000e+12	0.57923847	0.75437562	0.66680705	0.000000000000e+00
6.000000	1.000000e+12	0.75437562	0.92951276	0.84194419	0.000000000000e+00
6.000000	1.000000e+12	0.92951276	1.10464990	1.01708133	0.000000000000e+00
6.000000	1.000000e+12	1.10464990	1.27978704	1.19221847	0.000000000000e+00
6.000000	1.000000e+12	1.27978704	1.45492419	1.36735562	0.000000000000e+00
6.000000	1.000000e+12	1.45492419	1.63006133	1.54249276	0.000000000000e+00
6.000000	1.000000e+12	1.63006133	1.80519847	1.71762990	0.000000000000e+00
6.000000	1.000000e+12	1.80519847	1.98033561	1.89276704	0.000000000000e+00
6.000000	1.000000e+12	1.98033561	2.15547276	2.06790419	0.000000000000e+00
6.000000	1.000000e+12	2.15547276	2.33060990	2.24304133	0.000000000000e+00
6.000000	1.000000e+12	2.33060990	2.50574704	2.41817847	0.000000000000e+00
6.000000	1.000000e+12	2.50574704	2.68088418	2.59331561	0.000000000000e+00
6.000000	1.000000e+12	2.68088418	2.85602133	2.76845275	0.000000000000e+00
6.000000	1.000000e+12	2.85602133	3.03115847	2.94358990	0.000000000000e+00
6.000000	1.000000e+12	3.03115847	3.20629561	3.11872704	0.000000000000e+00
6.000000	1.000000e+12	3.20629561	3.38143275	3.29386418	0.000000000000e+00
6.000000	1.000000e+12	3.38143275	3.55656990	3.46900132	0.000000000000e+00
6.000000	1.000000e+12	3.55656990	3.73170704	3.64413847	0.000000000000e+00
6.000000	1.000000e+12	3.73170704	3.90684418	3.81927561	0.000000000000e+00
6.000000	1.000000e+12	3.90684418	4.08198132	3.99441275	0.000000000000e+00
6.000000	1.000000e+12	4.08198132	4.25711846	4.16954989	0.000000000000e+00
6.000000	1.000000e+12	4.25711846	4.43225561	4.34468704	0.000000000000e+00
6.000000	1.000000e+12	4.43225561	4.60739275	4.51982418	0.000000000000e+00
6.000000	1.000000e+12	4.60739275	4.78252989	4.69496132	0.000000000000e+00
6.000000	1.000000e+12	4.78252989	4.95766703	4.87009846	0.000000000000e+00
6.000000	1.000000e+12	4.95766703	5.13280418	5.04523561	0.000000000000e+00
6.000000	1.000000e+12	5.13280418	5.30794132	5.22037275	0.000000000000e+00
8.000000	1.000000e+08	-26.25182152	-26.06612464	-26.15897308	0.000000000000e+00
8.000000	1.000000e+08	-26.06612464	-25.88042776	-25.97327620	0.000000000000e+00
8.000000	1.000000e+08	-25.88042776	-25.69473088	-25.78757932	0.000000000000e+00
8.000000	1.000000e+08	-25.69473088	-25.50903400	-25.60188244	0.000000000000e+00
8.000000	1.000000e+08	-25.50903400	-25.32333712	-25.41618556	0.000000000000e+00
8.000000	1.000000e+08	-25.32333712	-25.13764024	-25.23048868	0.000000000000e+00
8.000000	1.000000e+08	-25.13764024	-24.95194336	-25.04479180	0.000000000000e+00
8.000000	1.000000e+08	-24.95194336	-24.76624648	-24.85909492	0.000000000000e+00
8.000000	1.000000e+08	-24.76624648	-24.58054961	-24.67339804	0.000000000000e+00
8.000000	1.000000e+08	-24.58054961	-24.39485273	-24.48770117	0.000000000000e+00
8.000000	1.000000e+08	-24.39485273	-24.20915585	-24.30200429	0.000000000000e+00
8.000000	1.000000e+08	-24.20915585	-24.02345897	-24.11630741	0.000000000000e+00
8.000000	1.000000e+08	-24.02345897	-23.83776209	-23.93061053	0.000000000000e+00
8.000000	1.000000e+08	-23.83776209	-23.65206521	-23.74491365	0.000000000000e+00
8.000000	1.000000e+08	-23.65206521	-23.46636833	-23.55921677	0.000000000000e+00
8.000000	1.000000e+08	-23.46636833	-23.28067145	-23.37351989	0.000000000000e+00
8.000000	1.000000e+08	-23.28067145	-23.09497457	-23.18782301	0.000000000000e+00
8.000000	1.000000e+08	-23.09497457	-22.90927769	-23.00212613	0.000000000000e+00
8.000000	1.000000e+08	-22.90927769	-22.72358081	-22.81642925	0.000000000000e+00
8.000000	1.000000e+08	-22.72358081	-22.53788393	-22.63073237	0.000000000000e+00
8.000000	1.000000e+08	-22.53788393	-22.35218705	-22.44503549	0.000000000000e+00
8.000000	1.000000e+08	-22.35218705	-22.16649017	-22.25933861	0.000000000000e+00
8.000000	1.000000e+08	-22.16649017	-21.98079329	-22.07364173	0.000000000000e+00
8.000000	1.000000e+08	-21.98079329	-21.79509641	-21.88794485	0.000000000000e+00
8.000000	1.000000e+08	-21.79509641	-21.60939953	-21.70224797	0.000000000000e+00
8.000000	1.000000e+08	-21.60939953	-21.42370265	-21.51655109	0.000000000000e+00
8.000000	1.000000e+08	-21.42370265	-21.23800577	-21.33085421	0.000000000000e+00
8.000000	1.000000e+08	-21.23800577	-21.05230889	-21.14515733	0.000000000000e+00
8.000000	1.000000e+08	-21.05230889	-20.86661201	-20.95946045	0.000000000000e+00
8.000000	1.000000e+08	-20.86661201	-20.68091513	-20.77376357	0.000000000000e+00
8.000000	1.000000e+08	-20.68091513	-20.49521825	-20.58806669	0.000000000000e+00
8.000000	1.000000e+08	-20.49521825	-20.30952137	-20.40236981	0.000000000000e+00
8.000000	1.000000e+08	-20.30952137	-20.12382449	-20.21667293	0.000000000000e+00
8.000000	1.000000e+08	-20.12382449	-19.93812761	-20.03097605	0.000000000000e+00
8.000000	1.000000e+08	-19.93812761	-19.75243073	-19.84527917	0.000000000000e+00
8.000000	1.000000e+08	-19.75243073	-19.56673385	-19.65958229	0.000000000000e+00
8.000000	1.000000e+08	-19.56673385	-19.38103697	-19.47388541	0.000000000000e+00
8.000000	1.000000e+08	-19.38103697	-19.19534010	-19.28818854	0.000000000000e+00
8.000000	1.000000e+08	-19.19534010	-19.00964322	-19.10249166	0.000000000000e+00
8.000000	1.000000e+08	-19.00964322	-18.82394634	-18.91679478	0.000000000000e+00
8.000000	1.000000e+08	-18.82394634	-18.63824946	-18.73109790	0.000000000000e+00
8.000000	1.000000e+08	-18.63824946	-18.45255258	-18.54540102	0.000000000000e+00
8.000000	1.000000e+08	-18.45255258	-18.26685570	-18.35970414	0.000000000000e+00
8.000000	1.000000e+08	-18.26685570	-18.08115882	-18.17400726	0.000000000000e+00
8.000000	1.000000e+08	-18.08115882	-17.89546194	-17.98831038	0.000000000000e+00
8.000000	1.000000e+08	-17.89546194	-17.70976506	-17.80261350	0.000000000000e+00
8.000000	1.000000e+08	-17.70976506	-17.52406818	-17.61691662	0.000000000000e+00
8.000000	1.000000e+08	-17.52406818	-17.33837130	-17.43121974	0.000000000000e+00
8.000000	1.000000e+08	-17.33837130	-17.15267442	-17.24552286	0.000000000000e+00
8.000000	1.000000e+08	-17.15267442	-16.96697754	-17.05982598	0.000000000000e+00
8.000000	1.000000e+08	-16.96697754	-16.78128066	-16.87412910	0.000000000000e+00
8.000000	1.000000e+08	-16.78128066	-16.59558378	-16.68843222	0.000000000000e+00
8.000000	1.000000e+08	-16.59558378	-16.40988690	-16.50273534	0.000000000000e+00
8.000000	1.000000e+08	-16.40988690	-16.22419002	-16.31703846	0.000000000000e+00
8.000000	1.000000e+08	-16.22419002	-16.03849314	-16.13134158	0.000000000000e+00
8.000000	1.000000e+08	-16.03849314	-15.85279626	-15.94564470	0.000000000000e+00
8.000000	1.000000e+08	-15.85279626	-15.66709938	-15.75994782	0.000000000000e+00
8.000000	1.000000e+08	-15.66709938	-15.48140250	-15.57425094	0.000000000000e+00
8.000000	1.000000e+08	-15.48140250	-15.29570562	-15.38855406	0.000000000000e+00
8.000000	1.000000e+08	-15.29570562	-15.11000874	-15.20285718	0.000000000000e+00
8.000000	1.000000e+08	-15.11000874	-14.92431186	-15.01716030	0.000000000000e+00
8.000000	1.000000e+08	-14.92431186	-14.73861498	-14.83146342	0.000000000000e+00
8.000000	1.000000e+08	-14.73861498	-14.55291810	-14.64576654	0.000000000000e+00
8.000000	1.000000e+08	-14.55291810	-14.36722122	-14.46006966	0.000000000000e+00
8.000000	1.000000e+08	-14.36722122	-14.18152434	-14.27437278	0.000000000000e+00
8.000000	1.000000e+08	-14.18152434	-13.99582746	-14.08867590	0.000000000000e+00
8.000000	1.000000e+08	-13.99582746	-13.81013059	-13.90297903	0.000000000000e+00
8.000000	1.000000e+08	-13.81013059	-13.62443371	-13.71728215	0.000000000000e+00
8.000000	1.000000e+08	-13.62443371	-13.43873683	-13.53158527	0.000000000000e+00
8.000000	1.000000e+08	-13.43873683	-13.25303995	-13.34588839	0.000000000000e+00
8.000000	1.000000e+08	-13.25303995	-13.06734307	-13.16019151	0.000000000000e+00
8.000000	1.000000e+08	-13.06734307	-12.88164619	-12.97449463	0.000000000000e+00
8.000000	1.000000e+08	-12.88164619	-12.69594931	-12.78879775	0.000000000000e+00
8.000000	1.000000e+08	-12.69594931	-12.51025243	-12.60310087	0.000000000000e+00
8.000000	1.000000e+08	-12.51025243	-12.32455555	-12.41740399	0.000000000000e+00
8.000000	1.000000e+08	-12.32455555	-12.13885867	-12.23170711	0.000000000000e+00
8.000000	1.000000e+08	-12.13885867	-11.95316179	-12.04601023	0.000000000000e+00
8.000000	1.000000e+08	-11.95316179	-11.76746491	-11.86031335	0.000000000000e+00
8.000000	1.000000e+08	-11.76746491	-11.58176803	-11.67461647	0.000000000000e+00
8.000000	1.000000e+08	-11.58176803	-11.39607115	-11.48891959	0.000000000000e+00
8.000000	1.000000e+08	-11.39607115	-11.21037427	-11.30322271	0.000000000000e+00
8.000000	1.000000e+08	-11.21037427	-11.02467739	-11.11752583	0.000000000000e+00
8.000000	1.000000e+08	-11.02467739	-10.83898051	-10.93182895	0.000000000000e+00
8.000000	1.000000e+08	-10.83898051	-10.65328363	-10.74613207	0.000000000000e+00
8.000000	1.000000e+08	-10.65328363	-10.46758675	-10.56043519	0.000000000000e+00
8.000000	1.000000e+08	-10.46758675	-10.28188987	-10.37473831	0.000000000000e+00
8.000000	1.000000e+08	-10.28188987	-10.09619299	-10.18904143	0.000000000000e+00
8.000000	1.000000e+08	-10.09619299	-9.91049611	-10.00334455	0.000000000000e+00
8.000000	1.000000e+08	-9.91049611	-9.72479923	-9.81764767	0.000000000000e+00
8.000000	1.000000e+08	-9.72479923	-9.53910235	-9.63195079	0.000000000000e+00
8.000000	1.000000e+08	-9.53910235	-9.35340547	-9.44625391	0.000000000000e+00
8.000000	1.000000e+08	-9.35340547	-9.16770859	-9.26055703	0.000000000000e+00
8.000000	1.000000e+08	-9.16770859	-8.98201171	-9.07486015	0.000000000000e+00
8.000000	1.000000e+08	-8.98201171	-8.79631483	-8.88916327	0.000000000000e+00
8.000000	1.000000e+08	-8.79631483	-8.61061795	-8.70346639	0.000000000000e+00
8.000000	1.000000e+08	-8.61061795	-8.42492108	-8.51776952	0.000000000000e+00
8.000000	1.000000e+08	-8.42492108	-8.23922420	-8.33207264	0.000000000000e+00
8.000000	1.000000e+08	-8.23922420	-8.05352732	-8.14637576	0.000000000000e+00
8.000000	1.000000e+08	-8.05352732	-7.86783044	-7.96067888	0.000000000000e+00
8.000000	1.000000e+08	-7.86783044	-7.68213356	-7.77498200	0.000000000000e+00
8.000000	1.000000e+08	-7.68213356	-7.49643668	-7.58928512	0.000000000000e+00
8.000000	1.000000e+08	-7.49643668	-7.31073980	-7.40358824	0.000000000000e+00
8.000000	1.000000e+08	-7.31073980	-7.12504292	-7.21789136	0.000000000000e+00
8.000000	1.000000e+08	-7.12504292	-6.93934604	-7.03219448	0.000000000000e+00
8.000000	1.000000e+08	-6.93934604	-6.75364916	-6.84649760	2.600678693624e-01
8.000000	1.000000e+08	-6.75364916	-6.56795228	-6.66080072	1.537195083446e+00
8.000000	1.000000e+08	-6.56795228	-6.38225540	-6.47510384	9.058818861608e-01
8.000000	1.000000e+08	-6.38225540	-6.19655852	-6.28940696	6.518605338901e-01
8.000000	1.000000e+08	-6.19655852	-6.01086164	-6.10371008	4.282070359167e-01
8.000000	1.000000e+08	-6.01086164	-5.82516476	-5.91801320	3.523888518027e-01
8.000000	1.000000e+08	-5.82516476	-5.63946788	-5.73231632	2.664255047832e-01
8.000000	1.000000e+08	-5.63946788	-5.45377100	-5.54661944	2.055274735822e-01
8.000000	1.000000e+08	-5.45377100	-5.26807412	-5.36092256	1.607940686107e-01
8.000000	1.000000e+08	-5.26807412	-5.08237724	-5.17522568	1.120025984771e-01
8.000000	1.000000e+08	-5.08237724	-4.89668036	-4.98952880	8.734308917470e-02
8.000000	1.000000e+08	-4.89668036	-4.71098348	-4.80383192	7.449254949436e-02
8.000000	1.000000e+08	-4.71098348	-4.52528660	-4.61813504	6.352224667251e-02
8.000000	1.000000e+08	-4.52528660	-4.33958972	-4.43243816	5.076639517928e-02
8.000000	1.000000e+08	-4.33958972	-4.15389284	-4.24674128	4.112172697709e-02
8.000000	1.000000e+08	-4.15389284	-3.96819596	-4.06104440	3.380368280123e-02
8.000000	1.000000e+08	-3.96819596	-3.78249908	-3.87534752	2.690497202547e-02
8.000000	1.000000e+08	-3.78249908	-3.59680220	-3.68965064	2.081787428215e-02
8.000000	1.000000e+08	-3.59680220	-3.41110532	-3.50395376	1.805838997185e-02
8.000000	1.000000e+08	-3.41110532	-3.22540844	-3.31825688	1.508247551956e-02
8.000000	1.000000e+08	-3.22540844	-3.03971157	-3.13256001	1.212008795114e-02
8.000000	1.000000e+08	-3.03971157	-2.85401469	-2.94686313	1.018574355715e-02
8.000000	1.000000e+08	-2.85401469	-2.66831781	-2.76116625	7.737377575953e-03
8.000000	1.000000e+08	-2.66831781	-2.48262093	-2.57546937	7.061033382251e-03
8.000000	1.000000e+08	-2.48262093	-2.29692405	-2.38977249	5.600129923854e-03
8.000000	1.000000e+08	-2.29692405	-2.11122717	-2.20407561	5.113162104388e-03
8.000000	1.000000e+08	-2.11122717	-1.92553029	-2.01837873	3.895742555724e-03
8.000000	1.000000e+08	-1.92553029	-1.73983341	-1.83268185	3.070602639408e-03
8.000000	1.000000e+08	-1.73983341	-1.55413653	-1.64698497	3.030021987786e-03
8.000000	1.000000e+08	-1.55413653	-1.36843965	-1.46128809	2.286043374713e-03
8.000000	1.000000e+08	-1.36843965	-1.18274277	-1.27559121	2.150774535973e-03
8.000000	1.000000e+08	-1.18274277	-0.99704589	-1.08989433	1.974925045610e-03
8.000000	1.000000e+08	-0.99704589	-0.81134901	-0.90419745	1.393269039026e-03
8.000000	1.000000e+08	-0.81134901	-0.62565213	-0.71850057	1.163312013168e-03
8.000000	1.000000e+08	-0.62565213	-0.43995525	-0.53280369	9.063012195609e-04
8.000000	1.000000e+08	-0.43995525	-0.25425837	-0.34710681	7.169248453243e-04
8.000000	1.000000e+08	-0.25425837	-0.06856149	-0.16140993	6.763441937022e-04
8.000000	1.000000e+08	-0.06856149	0.11713539	0.02428695	6.898710775762e-04
8.000000	1.000000e+08	0.11713539	0.30283227	0.20998383	4.328602839694e-04
8.000000	1.000000e+08	0.30283227	0.48852915	0.39568071	5.140215872136e-04
8.000000	1.000000e+08	0.48852915	0.67422603	0.58137759	4.058065162213e-04
8.000000	1.000000e+08	0.67422603	0.85992291	0.76707447	2.570107936068e-04
8.000000	1.000000e+08	0.85992291	1.04561979	0.95277135	2.164301419847e-04
8.000000	1.000000e+08	1.04561979	1.23131667	1.13846823	1.487957226145e-04
8.000000	1.000000e+08	1.23131667	1.41701355	1.32416511	1.893763742366e-04
8.000000	1.000000e+08	1.41701355	1.60271043	1.50986199	1.217419548664e-04
8.000000	1.000000e+08	1.60271043	1.78840731	1.69555887	1.623226064885e-04
8.000000	1.000000e+08	1.78840731	1.97410419	1.88125575	1.082150709923e-04
8.000000	1.000000e+08	1.97410419	2.15980107	2.06695263	5.410753549617e-05
8.000000	1.000000e+08	2.15980107	2.34549794	2.25264950	5.410753549617e-05
8.000000	1.000000e+08	2.34549794	2.53119482	2.43834638	8.116130324426e-05
8.000000	1.000000e+08	2.53119482	2.71689170	2.62404326	6.763441937021e-05
8.000000	1.000000e+08	2.71689170	2.90258858	2.80974014	4.058065162213e-05
8.000000	1.000000e+08	2.90258858	3.08828546	2.99543702	4.058065162213e-05
8.000000	1.000000e+08	3.08828546	3.27398234	3.18113390	1.352688387404e-05
8.000000	1.000000e+08	3.27398234	3.45967922	3.36683078	1.352688387404e-05
8.000000	1.000000e+08	3.45967922	3.64537610	3.55252766	1.352688387404e-05
8.000000	1.000000e+08	3.64537610	3.83107298	3.73822454	2.705376774809e-05
8.000000	1.000000e+08	3.83107298	4.01676986	3.92392142	1.352688387404e-05
8.000000	1.000000e+08	4.01676986	4.20246674	4.10961830	2.705376774809e-05
8.000000	1.000000e+08	4.20246674	4.38816362	4.29531518	4.058065162213e-05
8.000000	1.000000e+08	4.38816362	4.57386050	4.48101206	1.352688387404e-05
8.000000	1.000000e+08	4.57386050	4.75955738	4.66670894	0.000000000000e+00
8.000000	1.000000e+08	4.75955738	4.94525426	4.85240582	0.000000000000e+00
8.000000	1.000000e+08	4.94525426	5.13095114	5.03810270	0.000000000000e+00
8.000000	1.000000e+08	5.13095114	5.31664802	5.22379958	0.000000000000e+00
8.000000	1.000000e+08	5.31664802	5.50234490	5.40949646	0.000000000000e+00
8.000000	1.000000e+08	5.50234490	5.68804178	5.59519334	0.000000000000e+00
8.000000	1.000000e+08	5.68804178	5.87373866	5.78089022	1.352688387404e-05
8.000000	1.000000e+08	5.87373866	6.05943554	5.96658710	0.000000000000e+00
8.000000	1.000000e+08	6.05943554	6.24513242	6.15228398	0.000000000000e+00
8.000000	1.000000e+08	6.24513242	6.43082930	6.33798086	0.000000000000e+00
8.000000	1.000000e+08	6.43082930	6.61652618	6.52367774	0.000000000000e+00
8.000000	1.000000e+08	6.61652618	6.80222306	6.70937462	0.000000000000e+00
8.000000	1.000000e+08	6.80222306	6.98791994	6.89507150	0.000000000000e+00
8.000000	1.000000e+08	6.98791994	7.17361682	7.08076838	1.352688387404e-05
8.000000	1.000000e+09	-26.25182152	-26.06612464	-26.15897308	0.000000000000e+00
8.000000	1.000000e+09	-26.06612464	-25.88042776	-25.97327620	0.000000000000e+00
8.000000	1.000000e+09	-25.88042776	-25.69473088	-25.78757932	0.000000000000e+00
8.000000	1.000000e+09	-25.69473088	-25.50903400	-25.60188244	0.000000000000e+00
8.000000	1.000000e+09	-25.50903400	-25.32333712	-25.41618556	0.000000000000e+00
8.000000	1.000000e+09	-25.32333712	-25.13764024	-25.23048868	0.000000000000e+00
8.000000	1.000000e+09	-25.13764024	-24.95194336	-25.04479180	0.000000000000e+00
8.000000	1.000000e+09	-24.95194336	-24.76624648	-24.85909492	0.000000000000e+00
8.000000	1.000000e+09	-24.76624648	-24.58054961	-24.67339804	0.000000000000e+00
8.000000	1.000000e+09	-24.58054961	-24.39485273	-24.48770117	0.000000000000e+00
8.000000	1.000000e+09	-24.39485273	-24.20915585	-24.30200429	0.000000000000e+00
8.000000	1.000000e+09	-24.20915585	-24.02345897	-24.11630741	0.000000000000e+00
8.000000	1.000000e+09	-24.02345897	-23.83776209	-23.93061053	0.000000000000e+00
8.000000	1.000000e+09	-23.83776209	-23.65206521	-23.74491365	0.000000000000e+00
8.000000	1.000000e+09	-23.65206521	-23.46636833	-23.55921677	0.000000000000e+00
8.000000	1.000000e+09	-23.46636833	-23.28067145	-23.37351989	0.000000000000e+00
8.000000	1.000000e+09	-23.28067145	-23.09497457	-23.18782301	0.000000000000e+00
8.000000	1.000000e+09	-23.09497457	-22.90927769	-23.00212613	0.000000000000e+00
8.000000	1.000000e+09	-22.90927769	-22.72358081	-22.81642925	0.000000000000e+00
8.000000	1.000000e+09	-22.72358081	-22.53788393	-22.63073237	0.000000000000e+00
8.000000	1.000000e+09	-22.53788393	-22.35218705	-22.44503549	0.000000000000e+00
8.000000	1.000000e+09	-22.35218705	-22.16649017	-22.25933861	0.000000000000e+00
8.000000	1.000000e+09	-22.16649017	-21.98079329	-22.07364173	0.000000000000e+00
8.000000	1.000000e+09	-21.98079329	-21.79509641	-21.88794485	0.000000000000e+00
8.000000	1.000000e+09	-21.79509641	-21.60939953	-21.70224797	0.000000000000e+00
8.000000	1.000000e+09	-21.60939953	-21.42370265	-21.51655109	0.000000000000e+00
8.000000	1.000000e+09	-21.42370265	-21.23800577	-21.33085421	0.000000000000e+00
8.000000	1.000000e+09	-21.23800577	-21.05230889	-21.14515733	0.000000000000e+00
8.000000	1.000000e+09	-21.05230889	-20.86661201	-20.95946045	0.000000000000e+00
8.000000	1.000000e+09	-20.86661201	-20.68091513	-20.77376357	0.000000000000e+00
8.000000	1.000000e+09	-20.68091513	-20.49521825	-20.58806669	0.000000000000e+00
8.000000	1.000000e+09	-20.49521825	-20.30952137	-20.40236981	0.000000000000e+00
8.000000	1.000000e+09	-20.30952137	-20.12382449	-20.21667293	0.000000000000e+00
8.000000	1.000000e+09	-20.12382449	-19.93812761	-20.03097605	0.000000000000e+00
8.000000	1.000000e+09	-19.93812761	-19.75243073	-19.84527917	0.000000000000e+00
8.000000	1.000000e+09	-19.75243073	-19.56673385	-19.65958229	0.000000000000e+00
8.000000	1.000000e+09	-19.56673385	-19.38103697	-19.47388541	0.000000000000e+00
8.000000	1.000000e+09	-19.38103697	-19.19534010	-19.28818854	0.000000000000e+00
8.000000	1.000000e+09	-19.19534010	-19.00964322	-19.10249166	0.000000000000e+00
8.000000	1.000000e+09	-19.00964322	-18.82394634	-18.91679478	0.000000000000e+00
